ProductID,StockOnHand,ReorderLevel,Warehouse
PROD01740,3183,110,WH-C
PROD01741,4113,156,WH-C
PROD01742,2998,468,WH-B
PROD01743,4695,425,WH-C
PROD01744,3281,51,WH-C
PROD01745,504,435,WH-B
PROD01746,195,167, wh-a 
PROD01747,2861,453,WH-A
PROD01748,4502,139,WH-A
PROD01749,1591,342, wh-a 
PROD01750,2092,433,WH-C
PROD01751,2895,348,WH-C
PROD01752,2874,169,WH-B
PROD01753,2153,89, wh-a 
PROD01754,1933,290,WH-C
PROD01755,3765,330,WH-B
PROD01756,3756,351,WH-B
PROD01757,1592,232,WH-A
PROD01758,4730,182,WH-A
PROD01759,1285,230,WH-C
PROD01760,1611,269, wh-a 
PROD01761,2434,271, wh-a 
PROD01762,4539,207,WH-B
PROD01763,3502,271,WH-A
PROD01764,4903,292, wh-a 
PROD01765,1397,279, wh-a 
PROD01766,2059,39,WH-B
PROD01767,1978,19,WH-B
PROD01768,1295,273, wh-a 
PROD01769,2774,231,WH-C
PROD01770,2585,162, wh-a 
PROD01771,1706,333, wh-a 
PROD01772,1444,34,WH-A
PROD01773,4307,156,WH-C
PROD01774,4970,354,WH-B
PROD01775,4950,334,WH-A
PROD01776,946,464,WH-A
PROD01777,355,126,WH-B
PROD01778,839,55, wh-a 
PROD01779,2208,311,WH-A
PROD01780,4666,30, wh-a 
PROD01781,3847,425, wh-a 
PROD01782,4416,373,WH-C
PROD01783,504,307, wh-a 
PROD01784,2856,368, wh-a 
PROD01785,3283,252, wh-a 
PROD01786,4065,46,WH-C
PROD01787,1272,415,WH-C
PROD01788,2971,152,WH-C
PROD01789,3814,240,WH-B
PROD01790,685,263,WH-B
PROD01791,1648,209, wh-a 
PROD01792,3988,469,WH-B
PROD01793,3497,185, wh-a 
PROD01794,1740,288,WH-C
PROD01795,905,95,WH-C
PROD01796,344,189,WH-A
PROD01797,2698,432,WH-A
PROD01798,43,265,WH-C
PROD01799,4562,281,WH-A
PROD01800,1563,32,WH-C
PROD01801,1166,328, wh-a 
PROD01802,4437,316,WH-A
PROD01803,4543,369,WH-A
PROD01804,3081,419,WH-B
PROD01805,269,147,WH-B
PROD01806,3860,68, wh-a 
PROD01807,1987,414,WH-B
PROD01808,4686,474,WH-B
PROD01809,289,478,WH-C
PROD01810,4539,214,WH-C
PROD01811,2231,94,WH-B
PROD01812,2781,398,WH-C
PROD01813,4357,351, wh-a 
PROD01814,1222,134,WH-C
PROD01815,1908,277,WH-B
PROD01816,3933,367,WH-C
PROD01817,4486,55,WH-C
PROD01818,1384,183,WH-C
PROD01819,2071,218,WH-C
PROD01820,805,106,WH-B
PROD01821,1601,331,WH-B
PROD01822,2230,379, wh-a 
PROD01823,4286,144,WH-A
PROD01824,932,191,WH-B
PROD01825,1014,336,WH-C
PROD01826,3946,105,WH-C
PROD01827,3980,19,WH-C
PROD01828,918,424,WH-C
PROD01829,3805,142,WH-B
PROD01830,1495,377, wh-a 
PROD01831,3419,329,WH-C
PROD01832,547,409, wh-a 
PROD01833,4273,180,WH-C
PROD01834,2096,131,WH-C
PROD01835,1275,362,WH-C
PROD01836,196,357,WH-A
PROD01837,362,486,WH-B
PROD01838,1123,488,WH-C
PROD01839,1399,417,WH-A
PROD01840,3866,113,WH-A
PROD01841,2672,497,WH-B
PROD01842,3001,403, wh-a 
PROD01843,3723,343, wh-a 
PROD01844,3856,376,WH-A
PROD01845,1482,304,WH-B
PROD01846,2291,114,WH-C
PROD01847,3607,170,WH-B
PROD01848,4739,431,WH-C
PROD01849,2471,419,WH-C
PROD01850,2884,79,WH-B
PROD01851,1477,83,WH-C
PROD01852,1706,129,WH-B
PROD01853,4744,315,WH-B
PROD01854,2283,165, wh-a 
PROD01855,2964,432,WH-C
PROD01856,2877,299, wh-a 
PROD01857,3298,378,WH-C
PROD01858,2260,260,WH-B
PROD01859,2451,441,WH-A
PROD01860,1385,401,WH-C
PROD01861,2128,337, wh-a 
PROD01862,1736,340,WH-C
PROD01863,3465,495,WH-C
PROD01864,3917,164, wh-a 
PROD01865,3658,403,WH-C
PROD01866,1237,428,WH-A
PROD01867,73,134, wh-a 
PROD01868,2323,479, wh-a 
PROD01869,3490,72,WH-A
PROD01870,4096,404,WH-B
PROD01871,2786,351, wh-a 
PROD01872,4547,298, wh-a 
PROD01873,4967,144,WH-C
PROD01874,3529,381,WH-B
PROD01875,767,226,WH-B
PROD01876,1474,429, wh-a 
PROD01877,3160,26, wh-a 
PROD01878,1427,55,WH-A
PROD01879,1803,31,WH-C
PROD01880,445,199, wh-a 
PROD01881,2626,160,WH-A
PROD01882,923,364, wh-a 
PROD01883,1470,152,WH-A
PROD01884,2065,188, wh-a 
PROD01885,2547,213,WH-C
PROD01886,3720,232,WH-B
PROD01887,1851,403,WH-B
PROD01888,1069,26,WH-B
PROD01889,2834,100,WH-C
PROD01890,3186,479,WH-B
PROD01891,3425,412,WH-C
PROD01892,2567,79,WH-B
PROD01893,3954,455,WH-A
PROD01894,4295,114,WH-A
PROD01895,3264,483, wh-a 
PROD01896,4244,153, wh-a 
PROD01897,2687,358,WH-A
PROD01898,1702,40,WH-C
PROD01899,1108,399,WH-B
PROD01900,1686,343, wh-a 
PROD01901,2408,287,WH-A
PROD01902,109,20,WH-A
PROD01903,-26,294,WH-B
PROD01904,1268,485, wh-a 
PROD01905,2046,472, wh-a 
PROD01906,101,398,WH-C
PROD01907,1752,169, wh-a 
PROD01908,585,406, wh-a 
PROD01909,4946,261,WH-B
PROD01910,3933,20,WH-C
PROD01911,1334,205, wh-a 
PROD01912,945,357,WH-C
PROD01913,873,37,WH-A
PROD01914,4847,257,WH-C
PROD01915,2973,486,WH-C
PROD01916,635,224,WH-B
PROD01917,4341,118,WH-B
PROD01918,3413,64, wh-a 
PROD01919,1850,99, wh-a 
PROD01920,1371,480, wh-a 
PROD01921,1853,115,WH-B
PROD01922,2085,260,WH-A
PROD01923,1862,355, wh-a 
PROD01924,1549,30,WH-B
PROD01925,2197,229,WH-C
PROD01926,4098,165,WH-A
PROD01927,1681,162, wh-a 
PROD01928,4890,117,WH-C
PROD01929,3428,131, wh-a 
PROD01930,4734,93,WH-C
PROD01931,2833,245,WH-C
PROD01932,3284,71,WH-B
PROD01933,2305,46,WH-B
PROD01934,1940,320,WH-B
PROD01935,1416,264,WH-C
PROD01936,3347,144,WH-A
PROD01937,1964,167,WH-A
PROD01938,3886,48, wh-a 
PROD01939,4002,368, wh-a 
PROD01940,2173,356,WH-C
PROD01941,3282,257,WH-B
PROD01942,2377,480,WH-A
PROD01943,2207,330, wh-a 
PROD01944,3351,137,WH-A
PROD01945,3990,497,WH-C
PROD01946,4900,331,WH-A
PROD01947,1925,189,WH-B
PROD01948,2367,440, wh-a 
PROD01949,3586,342, wh-a 
PROD01950,3303,117,WH-A
PROD01951,1362,387,WH-C
PROD01952,908,335,WH-A
PROD01953,4689,263,WH-A
PROD01954,31,59, wh-a 
PROD01955,2460,399,WH-A
PROD01956,4250,377,WH-B
PROD01957,1476,367,WH-A
PROD01958,3144,62,WH-B
PROD01959,1150,287, wh-a 
PROD01960,2654,28,WH-B
PROD01961,4342,59,WH-B
PROD01962,465,300,WH-A
PROD01963,4687,16,WH-C
PROD01964,753,159,WH-A
PROD01965,2026,398, wh-a 
PROD01966,573,381,WH-C
PROD01967,3312,317,WH-C
PROD01968,2538,48, wh-a 
PROD01969,2163,231,WH-A
PROD01970,3124,355,WH-B
PROD01971,4770,343,WH-C
PROD01972,1806,327, wh-a 
PROD01973,2111,263,WH-A
PROD01974,351,455,WH-A
PROD01975,701,199,WH-C
PROD01976,3881,319,WH-B
PROD01977,4684,400, wh-a 
PROD01978,2265,276,WH-C
PROD01979,2128,368, wh-a 
PROD01980,1259,67,WH-A
PROD01981,1986,192,WH-B
PROD01982,657,229, wh-a 
PROD01983,4986,263, wh-a 
PROD01984,4919,332,WH-B
PROD01985,2420,404,WH-A
PROD01986,2765,355,WH-B
PROD01987,3176,368, wh-a 
PROD01988,2500,53,WH-A
PROD01989,4987,314,WH-A
PROD01990,3017,466,WH-B
PROD01991,191,300,WH-A
PROD01992,3150,248,WH-A
PROD01993,438,91, wh-a 
PROD01994,1776,196, wh-a 
PROD01995,3666,222,WH-A
PROD01996,1474,266,WH-A
PROD01997,2308,94,WH-C
PROD01998,3725,83,WH-B
PROD01999,1150,67,WH-A
PROD02000,1722,334,WH-B
PROD02001,830,476,WH-B
PROD02002,916,151,WH-B
PROD02003,498,141,WH-B
PROD02004,528,222,WH-A
PROD02005,2611,388,WH-B
PROD02006,1726,33,WH-A
PROD02007,202,228, wh-a 
PROD02008,1972,234, wh-a 
PROD02009,3442,192, wh-a 
PROD02010,987,113,WH-A
PROD02011,1853,201,WH-C
PROD02012,1985,293,WH-B
PROD02013,4162,56,WH-B
PROD02014,4297,116, wh-a 
PROD02015,1703,401,WH-A
PROD02016,1138,330, wh-a 
PROD02017,1081,354,WH-B
PROD02018,471,260,WH-B
PROD02019,1877,483,WH-A
PROD02020,756,192,WH-C
PROD02021,3965,89, wh-a 
PROD02022,2910,465, wh-a 
PROD02023,2178,390, wh-a 
PROD02024,2830,371,WH-A
PROD02025,3720,167,WH-C
PROD02026,3164,420,WH-A
PROD02027,1591,340,WH-B
PROD02028,605,61, wh-a 
PROD02029,120,195, wh-a 
PROD02030,-26,309,WH-B
PROD02031,725,311,WH-B
PROD02032,4598,396, wh-a 
PROD02033,1031,191,WH-A
PROD02034,4551,442,WH-B
PROD02035,2535,159,WH-B
PROD02036,326,189,WH-B
PROD02037,346,328,WH-A
PROD02038,816,135, wh-a 
PROD02039,2215,175,WH-B
PROD02040,3085,283,WH-C
PROD02041,3806,396,WH-B
PROD02042,4112,83,WH-C
PROD02043,561,472,WH-C
PROD02044,1783,345,WH-A
PROD02045,1618,322, wh-a 
PROD02046,102,485,WH-C
PROD02047,1030,272,WH-A
PROD02048,2980,109,WH-A
PROD02049,4181,457, wh-a 
PROD02050,2396,404,WH-B
PROD02051,4473,58, wh-a 
PROD02052,3799,398,WH-C
PROD02053,4950,139, wh-a 
PROD02054,741,417, wh-a 
PROD02055,4408,97,WH-C
PROD02056,2952,428,WH-C
PROD02057,2968,245,WH-B
PROD02058,2780,139,WH-A
PROD02059,4064,266,WH-A
PROD02060,3307,132,WH-A
PROD02061,521,81,WH-C
PROD02062,383,193,WH-C
PROD02063,2044,393,WH-B
PROD02064,997,216,WH-B
PROD02065,2162,381,WH-A
PROD02066,2572,478, wh-a 
PROD02067,3292,268,WH-B
PROD02068,3713,294,WH-A
PROD02069,514,248, wh-a 
PROD02070,4474,64, wh-a 
PROD02071,1722,204,WH-B
PROD02072,2365,55, wh-a 
PROD02073,775,211,WH-C
PROD02074,492,476,WH-C
PROD02075,3106,151,WH-C
PROD02076,2383,138,WH-A
PROD02077,-19,328,WH-C
PROD02078,3671,254,WH-B
PROD02079,2965,84,WH-C
PROD02080,3896,109,WH-B
PROD02081,2680,208, wh-a 
PROD02082,928,131, wh-a 
PROD02083,4298,370,WH-B
PROD02084,1950,434,WH-C
PROD02085,1820,129,WH-B
PROD02086,3439,405, wh-a 
PROD02087,829,198, wh-a 
PROD02088,4675,444,WH-C
PROD02089,1535,378,WH-B
PROD02090,3994,197,WH-C
PROD02091,2899,65, wh-a 
PROD02092,1597,459,WH-A
PROD02093,3320,393,WH-B
PROD02094,1422,435,WH-C
PROD02095,2714,142,WH-C
PROD02096,4843,294, wh-a 
PROD02097,3851,87,WH-C
PROD02098,4329,35, wh-a 
PROD02099,3535,319,WH-C
PROD02100,367,347,WH-A
PROD02101,869,391,WH-B
PROD02102,371,55, wh-a 
PROD02103,3582,334,WH-B
PROD02104,4895,344,WH-A
PROD02105,4623,27,WH-C
PROD02106,19,238,WH-B
PROD02107,1369,321,WH-B
PROD02108,1558,136,WH-C
PROD02109,1095,52, wh-a 
PROD02110,1651,200,WH-A
PROD02111,4586,252, wh-a 
PROD02112,3513,177,WH-B
PROD02113,2624,366,WH-B
PROD02114,54,56,WH-B
PROD02115,956,345,WH-A
PROD02116,3931,333,WH-B
PROD02117,4789,438,WH-A
PROD02118,4301,101, wh-a 
PROD02119,4034,69,WH-B
PROD02120,2334,358, wh-a 
PROD02121,2615,305, wh-a 
PROD02122,4811,23,WH-C
PROD02123,1537,306,WH-A
PROD02124,478,124, wh-a 
PROD02125,2026,36, wh-a 
PROD02126,4824,377, wh-a 
PROD02127,1568,148,WH-C
PROD02128,1276,481,WH-B
PROD02129,2039,115,WH-B
PROD02130,2935,451,WH-C
PROD02131,3308,448, wh-a 
PROD02132,2635,326, wh-a 
PROD02133,2408,447, wh-a 
PROD02134,698,31, wh-a 
PROD02135,263,329,WH-C
PROD02136,3835,298,WH-A
PROD02137,4991,217,WH-A
PROD02138,3551,266,WH-C
PROD02139,1441,92,WH-C
PROD02140,4995,222,WH-B
PROD02141,3577,372,WH-C
PROD02142,892,388,WH-B
PROD02143,1816,200,WH-A
PROD02144,3784,436,WH-B
PROD02145,3165,67,WH-B
PROD02146,3109,80, wh-a 
PROD02147,3682,218,WH-A
PROD02148,1638,385,WH-A
PROD02149,436,492,WH-C
PROD02150,3057,321,WH-B
PROD02151,2168,290, wh-a 
PROD02152,4043,64, wh-a 
PROD02153,1889,347,WH-C
PROD02154,4702,453,WH-C
PROD02155,2675,399,WH-C
PROD02156,437,357,WH-B
PROD02157,1005,221,WH-A
PROD02158,3695,410,WH-A
PROD02159,-38,110,WH-C
PROD02160,2759,316, wh-a 
PROD02161,2000,276,WH-B
PROD02162,4887,36,WH-A
PROD02163,3851,428,WH-C
PROD02164,3741,416,WH-C
PROD02165,470,220,WH-B
PROD02166,63,450,WH-B
PROD02167,4263,398, wh-a 
PROD02168,2087,491, wh-a 
PROD02169,4440,242, wh-a 
PROD02170,765,75, wh-a 
PROD02171,4585,272,WH-B
PROD02172,3968,439, wh-a 
PROD02173,4424,207,WH-A
PROD02174,473,172,WH-C
PROD02175,779,52,WH-A
PROD02176,2267,24, wh-a 
PROD02177,395,422,WH-C
PROD02178,2738,384,WH-A
PROD02179,1032,439,WH-A
PROD02180,722,137, wh-a 
PROD02181,4148,143, wh-a 
PROD02182,2153,395,WH-B
PROD02183,3690,414,WH-A
PROD02184,1114,420,WH-B
PROD02185,2059,488,WH-A
PROD02186,4058,271, wh-a 
PROD02187,2366,172,WH-C
PROD02188,4417,275,WH-A
PROD02189,3341,39,WH-C
PROD02190,2894,472,WH-A
PROD02191,3979,473,WH-B
PROD02192,2457,58,WH-C
PROD02193,330,205, wh-a 
PROD02194,4641,462,WH-B
PROD02195,4024,78,WH-A
PROD02196,4039,406, wh-a 
PROD02197,2382,307, wh-a 
PROD02198,2278,411,WH-B
PROD02199,2324,369,WH-A
PROD02200,4191,211,WH-B
PROD02201,3876,472,WH-C
PROD02202,1671,433,WH-A
PROD02203,2134,344,WH-C
PROD02204,2536,151, wh-a 
PROD02205,4150,163, wh-a 
PROD02206,3550,286,WH-C
PROD02207,1646,343,WH-C
PROD02208,2081,194, wh-a 
PROD02209,2101,468, wh-a 
PROD02210,3089,366,WH-A
PROD02211,2428,19, wh-a 
PROD02212,-2,479, wh-a 
PROD02213,224,269, wh-a 
PROD02214,4183,31, wh-a 
PROD02215,665,333,WH-A
PROD02216,4967,38, wh-a 
PROD02217,1681,447,WH-C
PROD02218,1780,311,WH-C
PROD02219,4191,154,WH-C
PROD02220,1480,359,WH-C
PROD02221,3497,47, wh-a 
PROD02222,2803,426,WH-A
PROD02223,2353,50, wh-a 
PROD02224,1156,153,WH-A
PROD02225,339,220,WH-C
PROD02226,3761,254,WH-B
PROD02227,459,94,WH-A
PROD02228,3129,441,WH-C
PROD02229,1323,288, wh-a 
PROD02230,69,167,WH-B
PROD02231,2194,289, wh-a 
PROD02232,254,179,WH-B
PROD02233,650,276,WH-A
PROD02234,171,267,WH-B
PROD02235,2642,35,WH-C
PROD02236,2083,487,WH-C
PROD02237,2178,204,WH-C
PROD02238,4499,298,WH-A
PROD02239,1616,453,WH-C
PROD02240,3844,310,WH-A
PROD02241,1971,497,WH-B
PROD02242,3859,64,WH-C
PROD02243,4367,156,WH-C
PROD02244,304,180, wh-a 
PROD02245,2356,127,WH-A
PROD02246,1870,337,WH-C
PROD02247,898,271,WH-A
PROD02248,1687,255, wh-a 
PROD02249,2820,152, wh-a 
PROD02250,1892,155,WH-C
PROD02251,76,486,WH-B
PROD02252,701,433,WH-A
PROD02253,3220,27,WH-A
PROD02254,1328,205,WH-C
PROD02255,2537,404,WH-A
PROD02256,474,452, wh-a 
PROD02257,4276,99, wh-a 
PROD02258,110,498,WH-B
PROD02259,787,366,WH-B
PROD02260,3663,404,WH-A
PROD02261,1943,315,WH-C
PROD02262,2396,484,WH-B
PROD02263,3310,206, wh-a 
PROD02264,1585,15,WH-C
PROD02265,1495,293,WH-A
PROD02266,2219,197,WH-A
PROD02267,3436,215,WH-B
PROD02268,4875,270,WH-C
PROD02269,4571,477,WH-B
PROD02270,4303,456,WH-A
PROD02271,1640,262,WH-C
PROD02272,3080,310,WH-C
PROD02273,663,338,WH-A
PROD02274,4300,209,WH-A
PROD02275,3016,27,WH-A
PROD02276,3424,369, wh-a 
PROD02277,1810,173,WH-C
PROD02278,749,425, wh-a 
PROD02279,2093,75,WH-A
PROD02280,1628,35, wh-a 
PROD02281,928,85,WH-C
PROD02282,1352,134,WH-C
PROD02283,3283,111,WH-B
PROD02284,3513,425,WH-A
PROD02285,1331,184, wh-a 
PROD02286,1746,379,WH-B
PROD02287,3800,80,WH-A
PROD02288,2089,251,WH-A
PROD02289,149,447,WH-A
PROD02290,2058,241,WH-B
PROD02291,2885,86, wh-a 
PROD02292,357,305,WH-A
PROD02293,923,346,WH-A
PROD02294,1852,216,WH-B
PROD02295,3682,400, wh-a 
PROD02296,-6,442,WH-B
PROD02297,2866,193, wh-a 
PROD02298,-25,71,WH-C
PROD02299,3374,465,WH-B
PROD02300,800,322, wh-a 
PROD02301,722,203,WH-C
PROD02302,4231,55, wh-a 
PROD02303,347,108,WH-C
PROD02304,4628,95, wh-a 
PROD02305,2830,241,WH-B
PROD02306,2493,135,WH-C
PROD02307,1923,174,WH-C
PROD02308,3171,173, wh-a 
PROD02309,4501,125, wh-a 
PROD02310,177,358, wh-a 
PROD02311,3134,162,WH-A
PROD02312,3187,128,WH-A
PROD02313,4684,492,WH-B
PROD02314,314,332,WH-C
PROD02315,4468,480,WH-C
PROD02316,4257,334, wh-a 
PROD02317,1636,124, wh-a 
PROD02318,1504,174,WH-B
PROD02319,3798,413,WH-B
PROD02320,3725,245, wh-a 
PROD02321,3887,192,WH-B
PROD02322,2991,370,WH-A
PROD02323,294,76, wh-a 
PROD02324,3479,348,WH-C
PROD02325,3067,346,WH-A
PROD02326,2340,55, wh-a 
PROD02327,2612,305, wh-a 
PROD02328,17,413,WH-C
PROD02329,1165,391,WH-A
PROD02330,4013,205, wh-a 
PROD02331,3382,66,WH-C
PROD02332,3306,369,WH-C
PROD02333,4601,150,WH-C
PROD02334,4196,258, wh-a 
PROD02335,4368,163, wh-a 
PROD02336,1050,116,WH-A
PROD02337,17,230, wh-a 
PROD02338,927,38,WH-C
PROD02339,3927,419,WH-A
PROD02340,4216,172,WH-B
PROD02341,3429,430,WH-B
PROD02342,2986,16,WH-A
PROD02343,82,366,WH-B
PROD02344,-26,73,WH-C
PROD02345,643,407,WH-C
PROD02346,2126,183,WH-A
PROD02347,2946,200,WH-A
PROD02348,1632,274,WH-B
PROD02349,3756,274,WH-B
PROD02350,3767,347,WH-C
PROD02351,1041,423,WH-B
PROD02352,3700,343, wh-a 
PROD02353,1820,365,WH-B
PROD02354,4702,133,WH-B
PROD02355,2473,226,WH-B
PROD02356,4222,63,WH-C
PROD02357,399,86,WH-C
PROD02358,4110,163,WH-A
PROD02359,4861,365,WH-B
PROD02360,2887,96,WH-C
PROD02361,4901,213,WH-C
PROD02362,1367,256,WH-B
PROD02363,393,104,WH-A
PROD02364,1193,347, wh-a 
PROD02365,4835,429, wh-a 
PROD02366,757,104,WH-A
PROD02367,589,26, wh-a 
PROD02368,1093,155, wh-a 
PROD02369,98,177,WH-A
PROD02370,2863,486,WH-C
PROD02371,4334,48,WH-B
PROD02372,3868,223,WH-A
PROD02373,3237,167,WH-B
PROD02374,4731,425,WH-B
PROD02375,1818,361, wh-a 
PROD02376,3250,40,WH-B
PROD02377,640,134,WH-A
PROD02378,4735,57, wh-a 
PROD02379,120,34,WH-C
PROD02380,2094,397,WH-B
PROD02381,548,298, wh-a 
PROD02382,1194,79,WH-C
PROD02383,462,475,WH-A
PROD02384,2137,381, wh-a 
PROD02385,1398,383,WH-C
PROD02386,2335,376,WH-C
PROD02387,4561,138,WH-A
PROD02388,294,490,WH-C
PROD02389,1618,26,WH-B
PROD02390,1285,81,WH-A
PROD02391,737,423,WH-B
PROD02392,4973,487, wh-a 
PROD02393,2567,191,WH-A
PROD02394,-39,149, wh-a 
PROD02395,1431,402,WH-C
PROD02396,4705,400, wh-a 
PROD02397,4934,299,WH-B
PROD02398,3137,143,WH-A
PROD02399,3281,219, wh-a 
PROD02400,4032,367,WH-B
PROD02401,567,13,WH-C
PROD02402,3241,138,WH-C
PROD02403,1623,243,WH-A
PROD02404,4040,305, wh-a 
PROD02405,4536,330, wh-a 
PROD02406,2948,77,WH-A
PROD02407,879,175, wh-a 
PROD02408,2793,110,WH-B
PROD02409,2831,262,WH-A
PROD02410,1962,330,WH-B
PROD02411,3139,356,WH-B
PROD02412,4089,415,WH-B
PROD02413,211,254,WH-A
PROD02414,3265,422, wh-a 
PROD02415,3174,285,WH-B
PROD02416,4026,304,WH-C
PROD02417,4856,338,WH-C
PROD02418,1314,212, wh-a 
PROD02419,1938,485,WH-B
PROD02420,547,243,WH-A
PROD02421,979,369,WH-A
PROD02422,3230,222,WH-B
PROD02423,2136,236,WH-B
PROD02424,3768,43,WH-A
PROD02425,4708,400,WH-C
PROD02426,468,352,WH-C
PROD02427,3753,492,WH-C
PROD02428,1774,124,WH-B
PROD02429,96,455,WH-B
PROD02430,3105,368,WH-B
PROD02431,3953,150,WH-C
PROD02432,186,169,WH-C
PROD02433,4873,81, wh-a 
PROD02434,1609,16,WH-A
PROD02435,3981,358,WH-A
PROD02436,4947,259,WH-A
PROD02437,811,375,WH-A
PROD02438,2947,106,WH-B
PROD02439,2743,96,WH-A
PROD02440,3836,346,WH-C
PROD02441,3914,45,WH-A
PROD02442,3458,80, wh-a 
PROD02443,4562,248,WH-C
PROD02444,150,89, wh-a 
PROD02445,2685,453,WH-A
PROD02446,4532,480,WH-B
PROD02447,4114,290,WH-B
PROD02448,3520,375, wh-a 
PROD02449,1815,175,WH-B
PROD02450,2016,273,WH-B
PROD02451,822,176, wh-a 
PROD02452,4598,23,WH-B
PROD02453,367,385,WH-A
PROD02454,4053,420,WH-A
PROD02455,1245,78,WH-C
PROD02456,3703,290,WH-B
PROD02457,3787,123, wh-a 
PROD02458,4448,48,WH-C
PROD02459,1898,430,WH-A
PROD02460,1227,45,WH-C
PROD02461,4744,487,WH-B
PROD02462,3555,329,WH-C
PROD02463,1945,59,WH-C
PROD02464,4425,452,WH-A
PROD02465,3461,338,WH-A
PROD02466,4505,67,WH-A
PROD02467,711,384,WH-B
PROD02468,1402,53,WH-A
PROD02469,3268,188, wh-a 
PROD02470,888,267,WH-A
PROD02471,3080,148,WH-B
PROD02472,204,251,WH-B
PROD02473,1537,464,WH-A
PROD02474,1313,228, wh-a 
PROD02475,3138,200,WH-A
PROD02476,3446,224, wh-a 
PROD02477,993,31,WH-C
PROD02478,2219,456,WH-B
PROD02479,1095,238,WH-A
PROD02480,573,404,WH-A
PROD02481,4030,154,WH-C
PROD02482,2302,196,WH-B
PROD02483,4976,409,WH-B
PROD02484,4651,250, wh-a 
PROD02485,2814,108,WH-A
PROD02486,2268,252, wh-a 
PROD02487,3162,146,WH-B
PROD02488,687,354,WH-C
PROD02489,3364,374,WH-B
PROD02490,135,31,WH-C
PROD02491,4078,350,WH-B
PROD02492,3236,418, wh-a 
PROD02493,372,254, wh-a 
PROD02494,1495,252,WH-C
PROD02495,3047,405,WH-A
PROD02496,3293,141,WH-A
PROD02497,399,346,WH-A
PROD02498,3496,103, wh-a 
PROD02499,1298,247,WH-C
PROD02500,3337,261,WH-A
PROD02501,4445,165,WH-C
PROD02502,554,437, wh-a 
PROD02503,544,253,WH-A
PROD02504,3100,249,WH-A
PROD02505,2072,271, wh-a 
PROD02506,1922,131,WH-B
PROD02507,4086,467,WH-B
PROD02508,3668,382,WH-B
PROD02509,1022,93,WH-C
PROD02510,644,115,WH-B
PROD02511,3745,470,WH-C
PROD02512,2254,128,WH-B
PROD02513,229,223,WH-C
PROD02514,1421,222,WH-C
PROD02515,3192,323, wh-a 
PROD02516,1796,99,WH-C
PROD02517,3732,107, wh-a 
PROD02518,497,100,WH-B
PROD02519,4257,238,WH-A
PROD02520,4743,467,WH-A
PROD02521,2521,49, wh-a 
PROD02522,645,470,WH-C
PROD02523,4081,14,WH-A
PROD02524,2267,308,WH-B
PROD02525,3574,35, wh-a 
PROD02526,4507,375,WH-A
PROD02527,4907,193,WH-B
PROD02528,2757,473,WH-B
PROD02529,2290,383,WH-C
PROD02530,3760,361,WH-C
PROD02531,739,84,WH-A
PROD02532,1091,268, wh-a 
PROD02533,1248,125,WH-A
PROD02534,165,474,WH-C
PROD02535,978,355,WH-A
PROD02536,4811,186, wh-a 
PROD02537,2633,113,WH-C
PROD02538,1820,140,WH-A
PROD02539,4777,102,WH-B
PROD02540,3728,103,WH-C
PROD02541,2931,331,WH-A
PROD02542,2293,370,WH-A
PROD02543,4126,204,WH-C
PROD02544,939,108,WH-C
PROD02545,3536,132,WH-B
PROD02546,1373,31,WH-C
PROD02547,3118,229, wh-a 
PROD02548,754,24, wh-a 
PROD02549,1653,37,WH-A
PROD02550,4695,141,WH-C
PROD02551,2764,471,WH-C
PROD02552,3565,452,WH-C
PROD02553,3663,34,WH-B
PROD02554,554,201,WH-B
PROD02555,3236,63,WH-A
PROD02556,2087,135, wh-a 
PROD02557,3779,137, wh-a 
PROD02558,3537,424,WH-B
PROD02559,4986,335, wh-a 
PROD02560,4478,75, wh-a 
PROD02561,1882,463,WH-A
PROD02562,2840,164, wh-a 
PROD02563,4290,161, wh-a 
PROD02564,1483,174,WH-A
PROD02565,2124,130,WH-B
PROD02566,-19,314,WH-A
PROD02567,449,90,WH-B
PROD02568,2918,443,WH-B
PROD02569,1814,147,WH-C
PROD02570,533,222,WH-C
PROD02571,2156,308, wh-a 
PROD02572,4626,405,WH-B
PROD02573,19,73,WH-C
PROD02574,3230,403,WH-C
PROD02575,1610,69,WH-B
PROD02576,4707,426, wh-a 
PROD02577,123,46, wh-a 
PROD02578,1901,77,WH-B
PROD02579,696,115,WH-B
PROD02580,3395,347,WH-B
PROD02581,3341,403, wh-a 
PROD02582,2288,117,WH-A
PROD02583,3947,238,WH-B
PROD02584,450,454, wh-a 
PROD02585,337,309,WH-C
PROD02586,3133,162,WH-B
PROD02587,3941,415,WH-A
PROD02588,592,15,WH-C
PROD02589,3697,331,WH-B
PROD02590,2300,402,WH-B
PROD02591,2655,203,WH-C
PROD02592,3951,122, wh-a 
PROD02593,3059,96,WH-C
PROD02594,2574,362,WH-C
PROD02595,1901,474,WH-A
PROD02596,1836,130,WH-C
PROD02597,4021,112,WH-A
PROD02598,544,253,WH-B
PROD02599,1306,106, wh-a 
PROD02600,391,414,WH-B
PROD02601,3015,438, wh-a 
PROD02602,812,304,WH-B
PROD02603,733,435,WH-C
PROD02604,4236,409,WH-C
PROD02605,895,338,WH-A
PROD02606,2411,314,WH-B
PROD02607,1970,339,WH-B
PROD02608,4373,449,WH-B
PROD02609,40,218, wh-a 
