PurchaseID,PurchaseDate,SupplierID,ProductID,Quantity,UnitCost,PurchaseAmount
P031999,2024-10-05,SUP0563,PROD03349,69,15467.01,1067223.69
P032000,2023-10-12,SUP0065,PROD00570,50,63257.27,3162863.5
P032001,2024-07-27,SUP0822,PROD04749,37,72411.37,2679220.69
P032002,2023-07-21,SUP0910,PROD00141,45,34359.73,1546187.85
P032003,2025-10-10,SUP0018,PROD00748,21,2750.43,57759.03
P032004,2025-05-15,SUP0337,PROD02660,48,47396.92,2275052.16
P032005,2024-10-05,SUP0223,PROD01076,22,49148.76,1081272.72
P032006,2025-11-04,SUP0735,PROD04619,51,96534.42,4923255.42
P032007,2023-07-11,SUP0066,PROD00187,24,47309.92,1135438.08
P032008,2025-10-28,SUP0448,PROD00654,38,52984.35,2013405.3
P032009,2025-06-08,SUP0147,PROD04832,47,45951.12,2159702.64
P032010,2024-01-27,SUP0179,PROD02745,54,52664.41,2843878.14
P032011,2024-10-03,SUP0600,PROD03438,39,48567.11,1894117.29
P032012,2024-01-16,SUP0098,PROD02383,18,17636.6,317458.8
P032013,2023-01-13,SUP0140,PROD04314,13,3176.45,41293.85
P032014,2023-06-05,SUP0305,PROD02469,49,82626.4,4048693.6
P032015,2024-02-17,SUP0562,PROD00837,45,69410.58,3123476.1
P032016,2024-06-09,SUP0694,PROD03663,85,48061.53,4085230.05
P032017,2023-02-21,SUP0898,PROD02749,38,81481.3,3096289.4
P032018,2025-02-20,SUP0038,PROD04898,86,2129.9,183171.4
P032019,2024-05-26,SUP0772,PROD01448,37,78205.18,2893591.66
P032020,2023-10-31,SUP0568,PROD04899,55,66755.41,3671547.55
P032021,2024-02-15,SUP0658,PROD04873,18,50787.52,914175.36
P032022,2025-04-08,SUP0827,PROD04032,35,16870.57,590469.95
P032023,2025-10-03,SUP0212,PROD04515,52,91665.14,4766587.28
P032024,2023-02-06,SUP0747,PROD04277,33,26693.12,880872.96
P032025,2025-08-02,SUP0585,PROD02829,62,55786.83,3458783.46
P032026,2023-04-23,SUP0023,PROD04142,12,39577.13,474925.56
P032027,2025-12-01,SUP0127,PROD03615,28,94870.79,2656382.12
P032028,2024-03-07,SUP0220,PROD01832,91,72377.48,6586350.68
P032029,2025-02-18,SUP0074,PROD02437,51,46636.24,2378448.24
P032030,2024-10-24,SUP0978,PROD03475,20,40489.67,809793.4
P032031,2024-02-26,SUP0925,PROD00064,53,55001.08,2915057.24
P032032,2025-12-08,SUP0004,PROD01204,88,71648.97,6305109.36
P032033,2024-03-26,SUP0263,PROD04702,54,68986.43,3725267.22
P032034,2023-12-05,SUP0047,PROD03646,44,64531.89,2839403.16
P032035,2023-12-10,SUP0859,PROD01461,76,9290.53,706080.28
P032036,2025-11-20,SUP0545,PROD03376,87,48894.77,4253844.99
P032037,2024-08-15,SUP0334,PROD02834,33,93568.08,3087746.64
P032038,2025-12-18,SUP0697,PROD00568,20,9668.66,193373.2
P032039,2024-10-10,SUP0771,PROD01048,88,78746.82,6929720.16
P032040,2023-09-01,SUP0487,PROD02540,52,90765.81,4719822.12
P032041,2025-12-15,SUP0904,PROD02829,36,55786.83,2008325.88
P032042,2024-07-14,SUP0646,PROD00595,15,69535.75,1043036.25
P032043,2023-10-13,SUP0268,PROD04344,37,64088.29,2371266.73
P032044,2024-08-19,SUP0613,PROD04567,97,44790.23,4344652.31
P032045,2025-08-15,SUP0610,PROD03197,93,99575.16,9260489.88
P032046,2024-01-22,SUP0746,PROD04798,46,15710.28,722672.88
P032047,2024-10-22,SUP0472,PROD00428,94,79971.67,7517336.98
P032048,2025-01-09,SUP0218,PROD01073,67,9510.62,637211.54
P032049,2025-07-09,SUP0206,PROD03902,10,3350.48,33504.8
P032050,2023-11-20,SUP0795,PROD01767,58,61528.72,3568665.76
P032051,2023-01-13,SUP0381,PROD02314,88,26210.62,2306534.56
P032052,2024-09-09,SUP0275,PROD01244,30,97541.23,2926236.9
P032053,2024-08-28,SUP0944,PROD00599,37,7125.74,263652.38
P032054,2024-02-17,SUP0314,PROD00416,41,45408.46,1861746.86
P032055,2025-01-08,SUP0533,PROD03648,94,67123.72,6309629.68
P032056,2023-08-04,SUP0907,PROD04272,76,12437.53,945252.28
P032057,2023-09-13,SUP0929,PROD04872,32,61002.74,1952087.68
P032058,2024-01-03,SUP0227,PROD04344,33,64088.29,2114913.57
P032059,2025-08-22,SUP0850,PROD00632,14,82865.56,1160117.84
P032060,2023-01-25,SUP0177,PROD00077,23,22594.99,519684.77
P032061,2023-11-20,SUP0641,PROD02479,69,47169.52,3254696.88
P032062,2025-08-25,SUP0183,PROD04096,97,7423.76,720104.72
P032063,2024-02-26,SUP0900,PROD00481,43,2711.26,116584.18
P032064,2023-11-06,SUP0687,PROD04075,19,21233.15,403429.85
P032065,2025-11-05,SUP0493,PROD01445,31,95806.65,2970006.15
P032066,2025-03-29,SUP0429,PROD03355,55,85569.27,4706309.85
P032067,2025-10-21,SUP0577,PROD03055,21,99138.56,2081909.76
P032068,2024-02-21,SUP0314,PROD04177,69,54884.82,3787052.58
P032069,2025-01-16,SUP0234,PROD01119,30,46697.36,1400920.8
P032070,2023-11-12,SUP0315,PROD00117,59,99741.6,5884754.4
P032071,2025-04-23,SUP0792,PROD04178,62,83823.0,5197026.0
P032072,2023-10-20,SUP0319,PROD02040,67,6371.35,426880.45
P032073,2024-04-22,SUP0843,PROD04648,62,93962.48,5825673.76
P032074,2025-02-21,SUP0659,PROD00324,25,53332.53,1333313.25
P032075,2024-03-09,SUP0251,PROD00584,12,74242.52,890910.24
P032076,2025-09-21,SUP0737,PROD03545,51,56900.44,2901922.44
P032077,2024-02-01,SUP0792,PROD04352,90,72211.63,6499046.7
P032078,2023-11-18,SUP0016,PROD00367,13,66980.3,870743.9
P032079,2025-02-08,SUP0717,PROD03926,99,67841.81,6716339.19
P032080,2024-09-12,SUP0236,PROD00636,42,54031.51,2269323.42
P032081,2023-02-15,SUP0122,PROD02610,43,70139.86,3016013.98
P032082,2024-10-23,SUP0020,PROD03565,38,54551.9,2072972.2
P032083,2025-11-17,SUP0246,PROD03430,70,83549.83,5848488.1
P032084,2025-01-29,SUP0016,PROD01134,54,24164.41,1304878.14
P032085,2024-01-19,SUP0430,PROD02066,11,39317.35,432490.85
P032086,2025-08-04,SUP0448,PROD00534,98,91814.92,8997862.16
P032087,2023-10-08,SUP0910,PROD04683,12,89251.07,1071012.84
P032088,2024-05-22,SUP0193,PROD03544,73,64387.03,4700253.19
P032089,2024-08-03,SUP0580,PROD03578,13,56815.72,738604.36
P032090,2025-12-15,SUP0048,PROD01048,40,78746.82,3149872.8
P032091,2025-06-18,SUP0724,PROD04639,65,19235.84,1250329.6
P032092,2025-12-18,SUP0904,PROD03087,49,66696.91,3268148.59
P032093,2025-10-20,SUP0258,PROD01164,42,41330.48,1735880.16
P032094,2024-01-05,SUP0171,PROD01933,89,5293.44,471116.16
P032095,2024-12-04,SUP0207,PROD00859,31,97457.81,3021192.11
P032096,2025-10-12,SUP0653,PROD00660,56,45906.63,2570771.28
P032097,2023-03-07,SUP0027,PROD04695,44,19289.35,848731.4
P032098,2025-01-21,SUP0730,PROD00103,99,71652.35,7093582.65
P032099,2025-02-28,SUP0662,PROD02716,93,61279.17,5698962.81
P032100,2025-09-01,SUP0155,PROD04760,92,87414.62,8042145.04
P032101,2024-11-15,SUP0102,PROD03722,71,24004.97,1704352.87
P032102,2025-02-09,SUP0462,PROD01607,90,7041.09,633698.1
P032103,2025-06-15,SUP0235,PROD01746,20,76880.45,1537609.0
P032104,2025-10-12,SUP0101,PROD02012,25,68138.7,1703467.5
P032105,2023-01-14,SUP0827,PROD02987,45,48143.62,2166462.9
P032106,2024-07-24,SUP0035,PROD04490,65,69460.53,4514934.45
P032107,2024-09-07,SUP0918,PROD03478,73,64097.15,4679091.95
P032108,2025-03-23,SUP0976,PROD00270,11,91204.03,1003244.33
P032109,2024-10-29,SUP0538,PROD03041,22,68428.17,1505419.74
P032110,2024-03-15,SUP0445,PROD03236,50,36616.42,1830821.0
P032111,2023-06-07,SUP0445,PROD00275,89,67626.0,6018714.0
P032112,2024-07-05,SUP0874,PROD03143,78,45128.95,3520058.1
P032113,2025-05-10,SUP0791,PROD02794,70,61905.03,4333352.1
P032114,2023-05-21,SUP0577,PROD03617,90,91189.69,8207072.1
P032115,2024-10-31,SUP0571,PROD00061,16,87934.54,1406952.64
P032116,2024-08-29,SUP0896,PROD04027,16,91911.94,1470591.04
P032117,2023-01-31,SUP0984,PROD00407,20,15224.05,304481.0
P032118,2025-05-16,SUP0266,PROD02969,96,7523.51,722256.96
P032119,2025-12-25,SUP0399,PROD01247,68,12273.56,834602.08
P032120,2023-07-10,SUP0859,PROD00470,48,56038.51,2689848.48
P032121,2025-06-29,SUP0602,PROD02365,35,51588.44,1805595.4
P032122,2024-06-02,SUP0627,PROD03539,56,45354.12,2539830.72
P032123,2025-03-14,SUP0620,PROD00071,20,80114.49,1602289.8
P032124,2023-04-23,SUP0004,PROD04970,41,67359.19,2761726.79
P032125,2023-11-27,SUP0015,PROD00520,35,77916.39,2727073.65
P032126,2023-03-17,SUP0661,PROD00743,29,2294.67,66545.43
P032127,2024-01-04,SUP0176,PROD00832,37,60505.57,2238706.09
P032128,2025-07-19,SUP0960,PROD02548,95,70531.9,6700530.5
P032129,2023-07-10,SUP0678,PROD00106,60,9318.66,559119.6
P032130,2024-12-07,SUP0908,PROD01627,48,49414.09,2371876.32
P032131,2023-11-03,SUP0638,PROD01878,60,62725.69,3763541.4
P032132,2023-01-29,SUP0660,PROD02256,63,1396.9,88004.7
P032133,2023-10-10,SUP0177,PROD00710,80,59265.19,4741215.2
P032134,2023-12-29,SUP0880,PROD00377,78,88910.55,6935022.9
P032135,2025-05-26,SUP0282,PROD01348,39,60188.63,2347356.57
P032136,2025-03-10,SUP0529,PROD00109,94,90522.55,8509119.7
P032137,2023-09-19,SUP0937,PROD04489,58,739.59,42896.22
P032138,2024-03-14,SUP0273,PROD01714,28,1649.49,46185.72
P032139,2024-10-15,SUP0845,PROD01287,66,74737.67,4932686.22
P032140,2024-03-19,SUP0390,PROD01549,32,5487.55,175601.6
P032141,2023-06-14,SUP0265,PROD04351,72,7550.54,543638.88
P032142,2023-11-13,SUP0219,PROD04325,39,90472.56,3528429.84
P032143,2025-12-29,SUP0248,PROD02625,98,53863.03,5278576.94
P032144,2023-11-28,SUP0654,PROD04851,83,82756.62,6868799.46
P032145,2025-01-16,SUP0088,PROD02829,72,55786.83,4016651.76
P032146,2023-09-09,SUP0473,PROD04531,50,32538.44,1626922.0
P032147,2024-10-22,SUP0987,PROD01811,61,10560.74,644205.14
P032148,2024-08-05,SUP0377,PROD01255,73,46158.12,3369542.76
P032149,2024-10-29,SUP0078,PROD00381,46,81627.0,3754842.0
P032150,2025-09-25,SUP0447,PROD04726,77,2910.5,224108.5
P032151,2025-09-28,SUP0267,PROD00313,65,98518.41,6403696.65
P032152,2024-08-25,SUP0084,PROD01606,42,11786.22,495021.24
P032153,2023-06-12,SUP0670,PROD01805,88,4400.52,387245.76
P032154,2024-06-28,SUP0826,PROD00609,68,22566.01,1534488.68
P032155,2025-02-21,SUP0754,PROD03784,81,98639.09,7989766.29
P032156,2023-01-30,SUP0492,PROD03092,70,75236.89,5266582.3
P032157,2025-03-03,SUP0801,PROD01654,34,20792.28,706937.52
P032158,2023-04-10,SUP0253,PROD00828,25,38224.61,955615.25
P032159,2024-01-13,SUP0712,PROD01363,81,45116.65,3654448.65
P032160,2025-06-01,SUP0197,PROD04263,28,63482.0,1777496.0
P032161,2025-09-02,SUP0456,PROD01741,23,31673.79,728497.17
P032162,2025-07-06,SUP0290,PROD00427,37,17701.18,654943.66
P032163,2024-11-11,SUP0725,PROD04865,21,87166.06,1830487.26
P032164,2023-10-05,SUP0369,PROD04515,57,91665.14,5224912.98
P032165,2024-08-20,SUP0620,PROD01563,53,64547.27,3421005.31
P032166,2025-01-13,SUP0235,PROD04231,10,55950.59,559505.9
P032167,2025-04-01,SUP0827,PROD04565,50,43141.57,2157078.5
P032168,2024-01-01,SUP0125,PROD02407,51,74867.76,3818255.76
P032169,2025-02-28,SUP0304,PROD00592,99,8685.03,859817.97
P032170,2023-09-16,SUP0849,PROD00073,92,89195.05,8205944.6
P032171,2024-09-01,SUP0149,PROD04204,76,14972.7,1137925.2
P032172,2025-07-04,SUP0327,PROD00381,42,81627.0,3428334.0
P032173,2023-08-01,SUP0398,PROD01163,63,75908.97,4782265.11
P032174,2025-01-16,SUP0509,PROD03640,66,82399.46,5438364.36
P032175,2023-09-08,SUP0895,PROD01864,43,25112.87,1079853.41
P032176,2025-04-19,SUP0670,PROD00148,81,11870.45,961506.45
P032177,2024-08-16,SUP0428,PROD01051,17,46334.59,787688.03
P032178,2024-01-05,SUP0814,PROD01432,62,9768.16,605625.92
P032179,2023-06-30,SUP0922,PROD01622,55,35020.25,1926113.75
P032180,2024-06-04,SUP0209,PROD00941,78,79294.15,6184943.7
P032181,2023-04-03,SUP0389,PROD01178,16,66751.62,1068025.92
P032182,2024-07-04,SUP0373,PROD01854,78,95920.92,7481831.76
P032183,2025-01-13,SUP0547,PROD00818,97,82560.43,8008361.71
P032184,2024-08-15,SUP0350,PROD03436,60,21954.11,1317246.6
P032185,2024-08-01,SUP0320,PROD02619,14,40042.09,560589.26
P032186,2025-02-04,SUP0117,PROD01224,65,13768.09,894925.85
P032187,2025-07-16,SUP0193,PROD00014,12,69363.02,832356.24
P032188,2025-02-13,SUP0981,PROD00694,92,17922.24,1648846.08
P032189,2025-01-10,SUP0332,PROD03405,71,79559.63,5648733.73
P032190,2024-11-30,SUP0357,PROD02447,84,70046.24,5883884.16
P032191,2024-03-07,SUP0615,PROD01529,57,45766.57,2608694.49
P032192,2024-06-27,SUP0567,PROD01251,30,21220.29,636608.7
P032193,2025-05-20,SUP0570,PROD04022,98,43385.25,4251754.5
P032194,2024-12-09,SUP0440,PROD00496,84,84384.35,7088285.4
P032195,2025-04-29,SUP0091,PROD01164,39,41330.48,1611888.72
P032196,2023-07-05,SUP0592,PROD01601,31,63999.13,1983973.03
P032197,2025-07-04,SUP0659,PROD00463,48,73037.34,3505792.32
P032198,2024-06-29,SUP0541,PROD03696,46,81946.03,3769517.38
P032199,2023-09-29,SUP0193,PROD00551,56,7805.54,437110.24
P032200,2025-10-29,SUP0344,PROD00342,84,89216.14,7494155.76
P032201,2025-06-12,SUP0769,PROD03015,66,16199.24,1069149.84
P032202,2024-05-28,SUP0751,PROD02138,53,59983.96,3179149.88
P032203,2023-10-20,SUP0677,PROD02016,96,54989.72,5279013.12
P032204,2024-02-07,SUP0899,PROD01208,59,8998.42,530906.78
P032205,2025-02-07,SUP0800,PROD01443,33,40670.6,1342129.8
P032206,2023-09-22,SUP0496,PROD00555,90,85427.95,7688515.5
P032207,2024-07-02,SUP0073,PROD02070,72,24959.41,1797077.52
P032208,2025-09-11,SUP0819,PROD00685,16,28501.32,456021.12
P032209,2023-06-15,SUP0264,PROD01959,35,48746.77,1706136.95
P032210,2023-03-06,SUP0385,PROD02468,33,64894.1,2141505.3
P032211,2025-12-08,SUP0092,PROD03612,73,9638.91,703640.43
P032212,2023-02-05,SUP0744,PROD03460,73,61659.15,4501117.95
P032213,2024-04-12,SUP0295,PROD01278,31,76295.45,2365158.95
P032214,2025-09-14,SUP0171,PROD02173,60,34039.29,2042357.4
P032215,2025-04-17,SUP0060,PROD02032,86,88092.15,7575924.9
P032216,2024-08-31,SUP0487,PROD04065,92,13658.3,1256563.6
P032217,2025-12-14,SUP0661,PROD03013,46,21006.65,966305.9
P032218,2023-04-16,SUP0934,PROD01441,23,68371.27,1572539.21
P032219,2024-12-25,SUP0088,PROD04552,88,82164.03,7230434.64
P032220,2023-04-21,SUP0022,PROD00261,29,56416.67,1636083.43
P032221,2025-02-27,SUP0241,PROD01430,77,35177.65,2708679.05
P032222,2025-05-05,SUP0583,PROD04512,86,22359.94,1922954.84
P032223,2023-10-14,SUP0812,PROD03414,90,58127.93,5231513.7
P032224,2024-08-20,SUP0209,PROD01700,73,83616.64,6104014.72
P032225,2025-09-17,SUP0828,PROD01707,67,84308.61,5648676.87
P032226,2024-09-21,SUP0081,PROD04053,33,31552.52,1041233.16
P032227,2024-12-02,SUP0749,PROD01926,33,79946.71,2638241.43
P032228,2023-11-29,SUP0309,PROD00720,85,14206.93,1207589.05
P032229,2023-09-24,SUP0419,PROD04314,26,3176.45,82587.7
P032230,2023-05-02,SUP0483,PROD03678,29,5482.7,158998.3
P032231,2023-08-13,SUP0893,PROD01179,59,64723.49,3818685.91
P032232,2023-04-25,SUP0375,PROD03586,49,67774.22,3320936.78
P032233,2024-08-14,SUP0098,PROD02938,62,43684.18,2708419.16
P032234,2025-05-16,SUP0908,PROD03850,42,47129.58,1979442.36
P032235,2023-10-12,SUP0779,PROD04786,54,11763.64,635236.56
P032236,2025-07-16,SUP0321,PROD03107,11,75543.94,830983.34
P032237,2023-05-30,SUP0684,PROD03996,80,49437.73,3955018.4
P032238,2023-03-11,SUP0312,PROD00484,31,69241.34,2146481.54
P032239,2024-05-25,SUP0598,PROD00181,44,83850.89,3689439.16
P032240,2023-01-21,SUP0303,PROD04359,31,12649.07,392121.17
P032241,2024-06-26,SUP0447,PROD00447,88,38892.71,3422558.48
P032242,2023-07-14,SUP0640,PROD00004,61,88624.32,5406083.52
P032243,2023-12-27,SUP0594,PROD00540,91,23841.4,2169567.4
P032244,2025-10-06,SUP0972,PROD02682,53,34870.24,1848122.72
P032245,2025-01-16,SUP0162,PROD04506,85,32249.46,2741204.1
P032246,2024-02-03,SUP0005,PROD00456,11,99254.26,1091796.86
P032247,2023-02-16,SUP0586,PROD03464,31,90682.43,2811155.33
P032248,2024-07-05,SUP0689,PROD03395,32,47295.53,1513456.96
P032249,2023-05-04,SUP0862,PROD03262,93,40772.36,3791829.48
P032250,2025-06-20,SUP0435,PROD04727,76,8772.05,666675.8
P032251,2025-06-20,SUP0726,PROD01309,23,96202.76,2212663.48
P032252,2023-11-26,SUP0419,PROD04218,52,96997.86,5043888.72
P032253,2024-03-15,SUP0434,PROD01177,28,60478.6,1693400.8
P032254,2024-07-22,SUP0487,PROD00184,21,31761.5,666991.5
P032255,2023-10-27,SUP0457,PROD01722,98,54571.75,5348031.5
P032256,2025-01-18,SUP0597,PROD03322,81,24044.57,1947610.17
P032257,2023-12-22,SUP0750,PROD01053,94,4663.41,438360.54
P032258,2024-11-26,SUP0943,PROD00113,50,68760.71,3438035.5
P032259,2025-12-15,SUP0323,PROD02455,27,72588.31,1959884.37
P032260,2024-05-29,SUP0456,PROD01920,72,2910.14,209530.08
P032261,2023-01-31,SUP0569,PROD04432,81,75986.85,6154934.85
P032262,2024-04-29,SUP0379,PROD02040,26,6371.35,165655.1
P032263,2024-08-26,SUP0312,PROD04534,12,65944.55,791334.6
P032264,2024-07-01,SUP0054,PROD04314,26,3176.45,82587.7
P032265,2024-03-06,SUP0033,PROD04663,57,38553.01,2197521.57
P032266,2025-09-30,SUP0976,PROD01113,73,31874.62,2326847.26
P032267,2024-09-09,SUP0409,PROD02768,69,65763.77,4537700.13
P032268,2025-08-31,SUP0248,PROD01611,11,28798.49,316783.39
P032269,2023-12-05,SUP0502,PROD04168,50,90359.23,4517961.5
P032270,2025-03-10,SUP0628,PROD00204,62,6525.14,404558.68
P032271,2024-10-15,SUP0898,PROD01202,85,94213.67,8008161.95
P032272,2023-01-04,SUP0238,PROD03082,46,92140.24,4238451.04
P032273,2024-11-28,SUP0650,PROD04359,29,12649.07,366823.03
P032274,2023-04-21,SUP0252,PROD02243,83,20404.39,1693564.37
P032275,2023-02-09,SUP0419,PROD04983,34,47943.94,1630093.96
P032276,2023-11-05,SUP0297,PROD00610,55,14995.89,824773.95
P032277,2023-10-24,SUP0336,PROD02926,37,81647.18,3020945.66
P032278,2023-06-02,SUP0465,PROD03301,48,1193.81,57302.88
P032279,2023-12-13,SUP0564,PROD00583,45,10953.38,492902.1
P032280,2023-08-24,SUP0023,PROD01669,27,8538.04,230527.08
P032281,2025-06-12,SUP0850,PROD03889,68,323.55,22001.4
P032282,2025-07-08,SUP0914,PROD00697,29,66913.5,1940491.5
P032283,2024-04-22,SUP0962,PROD00185,65,61805.44,4017353.6
P032284,2024-02-21,SUP0120,PROD01101,20,46003.95,920079.0
P032285,2025-05-02,SUP0015,PROD00465,11,70800.57,778806.27
P032286,2025-06-12,SUP0076,PROD00161,56,25811.0,1445416.0
P032287,2025-10-14,SUP0588,PROD01837,24,19545.14,469083.36
P032288,2024-09-24,SUP0902,PROD03518,41,19431.77,796702.57
P032289,2024-11-04,SUP0630,PROD04417,52,5230.29,271975.08
P032290,2023-02-21,SUP0331,PROD04354,78,49687.54,3875628.12
P032291,2024-09-01,SUP0481,PROD04500,69,94297.0,6506493.0
P032292,2024-08-04,SUP0548,PROD02478,91,38586.41,3511363.31
P032293,2023-06-17,SUP0684,PROD04517,70,36722.9,2570603.0
P032294,2024-01-11,SUP0148,PROD02678,68,92092.74,6262306.32
P032295,2024-02-12,SUP0144,PROD02980,50,92065.58,4603279.0
P032296,2025-06-27,SUP0953,PROD01070,18,94675.86,1704165.48
P032297,2025-05-29,SUP0685,PROD02875,57,41534.86,2367487.02
P032298,2024-09-22,SUP0367,PROD04208,14,59218.28,829055.92
P032299,2023-04-03,SUP0621,PROD01755,64,57000.46,3648029.44
P032300,2025-10-04,SUP0769,PROD00633,60,77602.62,4656157.2
P032301,2024-07-12,SUP0749,PROD01980,64,15916.23,1018638.72
P032302,2023-05-04,SUP0849,PROD01089,37,74036.64,2739355.68
P032303,2025-05-19,SUP0621,PROD03763,35,92520.68,3238223.8
P032304,2024-11-12,SUP0804,PROD04275,39,19589.47,763989.33
P032305,2023-11-17,SUP0866,PROD00545,92,41173.8,3787989.6
P032306,2023-07-20,SUP0150,PROD00633,70,77602.62,5432183.4
P032307,2023-12-15,SUP0435,PROD00824,35,88497.73,3097420.55
P032308,2024-01-22,SUP0994,PROD02539,75,48547.98,3641098.5
P032309,2025-08-25,SUP0112,PROD00819,89,14920.35,1327911.15
P032310,2025-08-11,SUP0449,PROD03468,51,63384.81,3232625.31
P032311,2025-10-26,SUP0291,PROD01672,67,90316.22,6051186.74
P032312,2024-09-30,SUP0830,PROD01072,13,67449.92,876848.96
P032313,2024-03-23,SUP1000,PROD02576,59,15685.48,925443.32
P032314,2025-07-11,SUP0741,PROD03581,33,27587.81,910397.73
P032315,2023-08-30,SUP0967,PROD04480,46,45226.76,2080430.96
P032316,2023-07-31,SUP0259,PROD03992,59,97136.0,5731024.0
P032317,2024-02-06,SUP0461,PROD01294,64,99189.78,6348145.92
P032318,2025-08-17,SUP0819,PROD02959,39,42164.06,1644398.34
P032319,2025-07-19,SUP0712,PROD01253,10,11232.7,112327.0
P032320,2024-09-04,SUP0947,PROD01231,75,78085.5,5856412.5
P032321,2025-06-01,SUP0228,PROD02740,26,50134.68,1303501.68
P032322,2025-03-05,SUP0516,PROD00295,10,43580.42,435804.2
P032323,2023-01-18,SUP0481,PROD01787,23,74814.69,1720737.87
P032324,2023-09-14,SUP0989,PROD04500,32,94297.0,3017504.0
P032325,2023-08-27,SUP0482,PROD01698,39,57884.29,2257487.31
P032326,2025-02-27,SUP0841,PROD01232,43,79095.29,3401097.47
P032327,2024-04-30,SUP0889,PROD00698,17,30160.61,512730.37
P032328,2024-02-19,SUP0131,PROD03814,91,3754.67,341674.97
P032329,2024-04-26,SUP0382,PROD04293,29,9934.29,288094.41
P032330,2025-10-07,SUP0898,PROD04481,15,96757.46,1451361.9
P032331,2023-01-11,SUP0384,PROD02014,68,14733.47,1001875.96
P032332,2024-01-15,SUP0267,PROD04270,19,61545.51,1169364.69
P032333,2023-07-07,SUP0207,PROD00524,62,55137.28,3418511.36
P032334,2025-07-18,SUP0554,PROD00159,60,31299.88,1877992.8
P032335,2024-02-01,SUP0743,PROD03696,73,81946.03,5982060.19
P032336,2023-03-13,SUP0967,PROD01584,92,1608.12,147947.04
P032337,2025-02-01,SUP0233,PROD03294,18,41892.92,754072.56
P032338,2025-06-19,SUP0509,PROD00767,54,70248.02,3793393.08
P032339,2024-02-15,SUP0871,PROD04853,52,42896.21,2230602.92
P032340,2023-09-12,SUP0770,PROD02615,91,94312.39,8582427.49
P032341,2025-01-13,SUP0358,PROD01797,30,10147.39,304421.7
P032342,2025-12-18,SUP0054,PROD01001,23,52679.91,1211637.93
P032343,2024-03-22,SUP0049,PROD01920,71,2910.14,206619.94
P032344,2024-10-21,SUP0168,PROD02166,49,10926.81,535413.69
P032345,2025-12-21,SUP0362,PROD02905,52,8345.7,433976.4
P032346,2023-05-18,SUP0116,PROD00023,92,73499.38,6761942.96
P032347,2025-05-29,SUP0646,PROD00022,29,80631.52,2338314.08
P032348,2024-06-12,SUP0977,PROD04777,24,83812.69,2011504.56
P032349,2025-06-27,SUP0444,PROD00275,20,67626.0,1352520.0
P032350,2023-08-19,SUP0659,PROD00948,66,46437.75,3064891.5
P032351,2024-06-01,SUP0394,PROD03996,74,49437.73,3658392.02
P032352,2023-05-21,SUP0555,PROD01519,90,51292.69,4616342.1
P032353,2025-12-30,SUP0408,PROD00918,49,93812.63,4596818.87
P032354,2023-09-26,SUP0318,PROD01563,64,64547.27,4131025.28
P032355,2025-08-22,SUP0236,PROD02881,62,39433.86,2444899.32
P032356,2025-07-28,SUP0923,PROD02531,98,43921.14,4304271.72
P032357,2024-12-07,SUP0425,PROD04757,16,40132.88,642126.08
P032358,2023-04-02,SUP0744,PROD03717,65,43700.19,2840512.35
P032359,2025-01-22,SUP0729,PROD04451,55,63977.29,3518750.95
P032360,2023-09-06,SUP0323,PROD03291,66,53198.5,3511101.0
P032361,2025-09-11,SUP0295,PROD04142,98,39577.13,3878558.74
P032362,2024-09-17,SUP0467,PROD01553,66,9193.23,606753.18
P032363,2024-03-29,SUP0185,PROD02156,63,48475.33,3053945.79
P032364,2023-04-15,SUP0137,PROD02515,73,71784.28,5240252.44
P032365,2024-03-23,SUP0646,PROD01755,65,57000.46,3705029.9
P032366,2023-09-10,SUP0904,PROD00339,29,21430.11,621473.19
P032367,2024-05-31,SUP0556,PROD03602,63,43281.07,2726707.41
P032368,2025-08-19,SUP0110,PROD03348,64,72775.64,4657640.96
P032369,2025-11-01,SUP0760,PROD02462,88,69395.26,6106782.88
P032370,2023-01-09,SUP0663,PROD01091,94,9323.16,876377.04
P032371,2024-07-20,SUP0642,PROD01426,86,8886.98,764280.28
P032372,2024-12-23,SUP0843,PROD01013,95,59329.9,5636340.5
P032373,2024-07-26,SUP0044,PROD04739,50,49757.98,2487899.0
P032374,2025-06-23,SUP0350,PROD01320,98,76581.6,7504996.8
P032375,2024-12-13,SUP0599,PROD01092,84,52699.48,4426756.32
P032376,2024-11-08,SUP0385,PROD00912,85,64233.75,5459868.75
P032377,2023-08-18,SUP0292,PROD03737,93,78516.22,7302008.46
P032378,2025-05-05,SUP0355,PROD03646,77,64531.89,4968955.53
P032379,2025-06-01,SUP0869,PROD02571,29,89579.11,2597794.19
P032380,2025-09-30,SUP0853,PROD03166,62,89519.33,5550198.46
P032381,2025-10-19,SUP0430,PROD01057,58,18000.6,1044034.8
P032382,2025-01-30,SUP0838,PROD01023,85,17849.94,1517244.9
P032383,2024-05-09,SUP0723,PROD03810,34,20561.59,699094.06
P032384,2024-04-04,SUP0532,PROD04836,72,64524.82,4645787.04
P032385,2023-04-07,SUP0539,PROD01481,27,50537.36,1364508.72
P032386,2024-11-23,SUP0223,PROD01470,14,36374.67,509245.38
P032387,2023-08-14,SUP0110,PROD04166,54,12579.7,679303.8
P032388,2024-04-03,SUP0549,PROD04016,95,43250.88,4108833.6
