ProductID,ProductName,Category,SubCategory,Brand,UnitPrice,UnitCost
PROD02536,Sony Keyboard,Accessories,Mouse,Epson,144071.2,36171.6
PROD02537,Dell Keyboard,Accessories,Mouse,HP,63696.79,34552.14
PROD02538,Epson Mobile,Electronics,Mobile,HP,61003.37,29246.6
PROD02539,Logitech Computers,Electronics,Mobile,Dell,42903.72,48547.98
PROD02540,Asus Mouse,Accessories,Storage,Samsung,109601.06,90765.81
PROD02541,Samsung Mouse,Accessories,Storage,Epson,80672.78,7805.42
PROD02542,HP Mobile,Electronics,Computers,Asus,61593.95,47350.17
PROD02543,Canon Mouse,Accessories,Storage,Dell,42839.3,43929.75
PROD02544,Canon Scanner,Office Equipment,Networking,Logitech,66666.52,55088.15
PROD02545,HP Networking,Office Equipment,Scanner,Apple,109832.72,44812.57
PROD02546,Asus Scanner,Office Equipment,Networking,HP,149086.39,70290.65
PROD02547,HP Mouse,Accessories,Keyboard,Canon,74338.03,39927.46
PROD02548,Asus Scanner,Office Equipment,Printer,Canon,9326.68,70531.9
PROD02549,Asus Printer,Office Equipment,Printer,Lenovo,120566.6,84649.05
PROD02550,Lenovo Computers,Electronics,Mobile,Canon,10772.1,41671.1
PROD02551,Sony Keyboard,Accessories,Storage,Asus,85027.96,30186.51
PROD02552,Apple Scanner,Office Equipment,Printer,Logitech,42514.14,68062.56
PROD02553,Lenovo Printer,Office Equipment,Networking,Logitech,80162.43,64850.59
PROD02554,Sony Audio,Electronics,Mobile,Canon,111578.94,50801.2
PROD02555,Epson Mobile,Electronics,Audio,Lenovo,107601.4,18142.87
PROD02556,Dell Computers,Electronics,Computers,Dell,76242.77,50310.76
PROD02557,Samsung Mouse,Accessories,Storage,Epson,59334.97,80103.46
PROD02558,Samsung Scanner,Office Equipment,Printer,Asus,108193.82,24968.24
PROD02559,Asus Mouse,Accessories,Keyboard,Dell,129421.02,63088.39
PROD02560,Dell Storage,Accessories,Keyboard,Canon,50298.28,66884.98
PROD02561,Asus Computers,Electronics,Audio,Apple,122154.35,75676.82
PROD02562,Asus Scanner,Office Equipment,Scanner,Samsung,120989.08,28476.94
PROD02563,Sony Scanner,Office Equipment,Scanner,Canon,65360.84,20235.95
PROD02564,Lenovo Scanner,Office Equipment,Scanner,Epson,33222.14,91892.78
PROD02565,Dell Scanner,Office Equipment,Printer,Lenovo,45624.27,21798.53
PROD02566,Canon Scanner,Office Equipment,Printer,Dell,67197.72,92312.11
PROD02567,Samsung Networking,Office Equipment,Scanner,Epson,51041.2,80633.25
PROD02568,Apple Scanner,Office Equipment,Scanner,Samsung,33159.81,16222.18
PROD02569,Apple Computers,Electronics,Audio,Dell,124178.91,52050.69
PROD02570,Lenovo Networking,Office Equipment,Printer,Asus,41353.59,47454.93
PROD02571,Samsung Scanner,Office Equipment,Printer,Apple,82724.79,89579.11
PROD02572,Lenovo Printer,Office Equipment,Scanner,Samsung,68840.03,49366.35
PROD02573,Logitech Mouse,Accessories,Keyboard,Logitech,55525.13,61772.61
PROD02574,HP Keyboard,Accessories,Mouse,Apple,61303.14,22139.08
PROD02575,Lenovo Mobile,Electronics,Audio,Canon,129236.22,43425.08
PROD02576,Asus Keyboard,Accessories,Mouse,Asus,29009.94,15685.48
PROD02577,Lenovo Storage,Accessories,Mouse,Samsung,16443.32,96700.95
PROD02578,Canon Networking,Office Equipment,Printer,Asus,3120.8,6419.02
PROD02579,Lenovo Computers,Electronics,Audio,Dell,120613.66,84070.66
PROD02580,Sony Computers,Electronics,Mobile,Samsung,103035.84,4296.0
PROD02581,Canon Mouse,Accessories,Storage,Lenovo,123802.23,73877.68
PROD02582,Samsung Mouse,Accessories,Storage,Samsung,148518.41,36155.68
PROD02583,Canon Mobile,Electronics,Mobile,Dell,93355.99,44336.14
PROD02584,Epson Storage,Accessories,Storage,Sony,52283.7,42032.06
PROD02585,Lenovo Mobile,Electronics,Mobile,Canon,19640.25,28188.59
PROD02586,Lenovo Computers,Electronics,Computers,Sony,1717.52,10437.84
PROD02587,Samsung Printer,Office Equipment,Networking,HP,135003.74,27423.51
PROD02588,Canon Keyboard,Accessories,Keyboard,Dell,108931.68,55376.78
PROD02589,Lenovo Storage,Accessories,Mouse,Asus,20128.52,65174.03
PROD02590,Dell Computers,Electronics,Audio,Dell,46703.23,84786.55
PROD02591,Sony Storage,Accessories,Storage,HP,135181.24,27358.59
PROD02592,Samsung Storage,Accessories,Keyboard,Apple,117023.16,17342.33
PROD02593,Apple Networking,Office Equipment,Networking,Lenovo,96622.36,28819.56
PROD02594,HP Audio,Electronics,Audio,Apple,15542.16,80557.86
PROD02595,Samsung Printer,Office Equipment,Networking,Asus,27554.31,77598.76
PROD02596,Logitech Scanner,Office Equipment,Printer,Asus,43477.34,80928.92
PROD02597,Logitech Scanner,Office Equipment,Scanner,Logitech,33755.96,34175.29
PROD02598,Epson Computers,Electronics,Computers,Asus,102348.7,69390.82
PROD02599,Lenovo Networking,Office Equipment,Printer,Asus,107124.85,36152.77
PROD02600,Lenovo Mobile,Electronics,Audio,HP,81802.76,34255.1
PROD02601,HP Audio,Electronics,Mobile,Apple,134240.92,41655.89
PROD02602,Logitech Keyboard,Accessories,Mouse,Lenovo,97593.29,28464.5
PROD02603,Sony Keyboard,Accessories,Mouse,Epson,1365.03,38632.84
PROD02604,Canon Printer,Office Equipment,Printer,HP,67998.57,96440.46
PROD02605,Asus Keyboard,Accessories,Keyboard,Logitech,77097.08,40176.79
PROD02606,Logitech Mobile,Electronics,Computers,Apple,30328.15,60579.2
PROD02607,Epson Storage,Accessories,Mouse,Canon,3661.8,60301.88
PROD02608,Asus Storage,Accessories,Mouse,Asus,110579.47,37369.41
PROD02609,Dell Audio,Electronics,Audio,Asus,60390.38,46638.14
PROD02610,Samsung Storage,Accessories,Keyboard,Apple,116641.41,70139.86
PROD02611,Canon Computers,Electronics,Audio,Sony,38402.67,12465.66
PROD02612,HP Audio,Electronics,Mobile,Samsung,60415.63,51736.19
PROD02613,Dell Storage,Accessories,Mouse,Asus,17352.09,82274.39
PROD02614,Asus Scanner,Office Equipment,Printer,Lenovo,35225.53,32826.88
PROD02615,Samsung Networking,Office Equipment,Printer,Sony,2450.31,94312.39
PROD02616,Apple Computers,Electronics,Mobile,Sony,81671.31,98734.84
PROD02617,Canon Scanner,Office Equipment,Networking,Lenovo,35780.65,4620.15
PROD02618,Lenovo Storage,Accessories,Storage,Epson,131693.61,86957.28
PROD02619,HP Computers,Electronics,Audio,Logitech,93938.45,40042.09
PROD02620,Epson Storage,Accessories,Storage,Samsung,59407.3,20138.54
PROD02621,HP Networking,Office Equipment,Printer,Logitech,56367.56,25552.34
PROD02622,Asus Storage,Accessories,Storage,Sony,129137.78,98916.48
PROD02623,Dell Mouse,Accessories,Mouse,Lenovo,98967.81,96854.81
PROD02624,Sony Scanner,Office Equipment,Printer,Asus,82906.38,59856.73
PROD02625,HP Mobile,Electronics,Audio,Asus,64681.17,53863.03
PROD02626,Sony Keyboard,Accessories,Mouse,Sony,125592.7,52372.32
PROD02627,Apple Scanner,Office Equipment,Networking,Canon,35644.59,23498.96
PROD02628,Asus Audio,Electronics,Mobile,Lenovo,64518.13,54063.53
PROD02629,Sony Printer,Office Equipment,Scanner,Epson,84846.38,99815.27
PROD02630,HP Audio,Electronics,Audio,Asus,64900.14,67872.31
PROD02631,Sony Mobile,Electronics,Audio,Epson,60670.31,15205.09
PROD02632,HP Mobile,Electronics,Audio,Epson,33210.6,50846.94
PROD02633,Lenovo Mouse,Accessories,Keyboard,Canon,10617.62,26816.74
PROD02634,Dell Computers,Electronics,Computers,Asus,21006.45,81912.87
PROD02635,Canon Mobile,Electronics,Audio,Samsung,118783.16,74771.2
PROD02636,Apple Storage,Accessories,Keyboard,HP,140779.96,6189.43
PROD02637,Lenovo Mobile,Electronics,Computers,Apple,13446.11,55504.01
PROD02638,Apple Keyboard,Accessories,Storage,Canon,138410.0,97216.9
PROD02639,Samsung Networking,Office Equipment,Scanner,HP,9025.65,94773.44
PROD02640,Epson Printer,Office Equipment,Printer,HP,5243.06,60696.27
PROD02641,Samsung Scanner,Office Equipment,Networking,Canon,16276.68,43518.39
PROD02642,Epson Audio,Electronics,Mobile,Canon,139683.4,24143.89
PROD02643,Samsung Mouse,Accessories,Mouse,Lenovo,146407.56,2438.99
PROD02644,Asus Mobile,Electronics,Mobile,Canon,81639.27,71564.1
PROD02645,Epson Printer,Office Equipment,Scanner,Lenovo,8880.73,54960.84
PROD02646,Epson Mobile,Electronics,Audio,Sony,32170.46,80763.56
PROD02647,Lenovo Audio,Electronics,Mobile,Lenovo,102203.17,64839.89
PROD02648,HP Mouse,Accessories,Mouse,Asus,62453.5,46390.96
PROD02649,Sony Computers,Electronics,Audio,Dell,7330.35,64216.32
PROD02650,Asus Storage,Accessories,Keyboard,Lenovo,92095.97,28983.44
PROD02651,Logitech Printer,Office Equipment,Scanner,Sony,145402.92,70809.73
PROD02652,Canon Printer,Office Equipment,Scanner,Lenovo,83490.0,19078.42
PROD02653,Epson Storage,Accessories,Mouse,Apple,7647.59,61050.39
PROD02654,Epson Mouse,Accessories,Storage,Dell,68259.15,30565.42
PROD02655,Samsung Computers,Electronics,Mobile,Sony,139423.1,34663.46
PROD02656,Epson Mobile,Electronics,Audio,Sony,122345.12,83459.6
PROD02657,Samsung Audio,Electronics,Computers,Asus,96511.76,58249.38
PROD02658,Epson Scanner,Office Equipment,Scanner,Dell,102975.84,10832.32
PROD02659,Apple Mobile,Electronics,Mobile,Asus,5794.61,27874.71
PROD02660,Epson Audio,Electronics,Computers,Dell,108860.73,47396.92
PROD02661,Sony Scanner,Office Equipment,Scanner,HP,3614.37,17433.12
PROD02662,Asus Mobile,Electronics,Computers,Asus,76925.44,45348.14
PROD02663,Dell Mobile,Electronics,Mobile,Logitech,39463.98,21687.73
PROD02664,Dell Mobile,Electronics,Mobile,HP,109821.19,3645.02
PROD02665,Dell Mouse,Accessories,Storage,HP,22408.02,90713.89
PROD02666,Logitech Storage,Accessories,Mouse,Epson,127315.82,46511.99
PROD02667,Sony Computers,Electronics,Computers,Apple,36831.88,63310.81
PROD02668,Epson Mouse,Accessories,Storage,Dell,86300.79,66021.46
PROD02669,Dell Networking,Office Equipment,Networking,Epson,98864.11,90530.6
PROD02670,Sony Networking,Office Equipment,Scanner,Epson,36258.65,21987.75
PROD02671,Asus Storage,Accessories,Mouse,Logitech,67724.96,41974.69
PROD02672,Lenovo Mobile,Electronics,Audio,Apple,41598.52,11589.85
PROD02673,Logitech Storage,Accessories,Mouse,Canon,97529.63,77324.83
PROD02674,Canon Keyboard,Accessories,Keyboard,HP,136507.93,40008.96
PROD02675,Sony Audio,Electronics,Mobile,Lenovo,13387.69,18799.71
PROD02676,Epson Computers,Electronics,Computers,Apple,67797.15,31911.35
PROD02677,Asus Mouse,Accessories,Keyboard,Lenovo,32673.1,11333.3
PROD02678,Asus Networking,Office Equipment,Networking,Logitech,23610.1,92092.74
PROD02679,Dell Computers,Electronics,Audio,Sony,13245.74,51982.21
PROD02680,HP Mouse,Accessories,Storage,Logitech,49568.0,3337.87
PROD02681,Samsung Scanner,Office Equipment,Networking,Logitech,27914.19,72573.46
PROD02682,Samsung Storage,Accessories,Storage,Logitech,67515.77,34870.24
PROD02683,HP Mouse,Accessories,Storage,Asus,6428.9,69896.98
PROD02684,Asus Mouse,Accessories,Storage,Epson,122058.93,11070.92
PROD02685,Apple Mobile,Electronics,Audio,Lenovo,138375.48,66098.96
PROD02686,Sony Printer,Office Equipment,Printer,HP,52015.36,17040.41
PROD02687,Apple Storage,Accessories,Storage,Samsung,115134.79,61014.54
PROD02688,HP Audio,Electronics,Audio,Dell,62132.33,26413.14
PROD02689,Logitech Printer,Office Equipment,Scanner,Canon,94459.96,1033.05
PROD02690,Epson Scanner,Office Equipment,Networking,Apple,66530.7,98176.73
PROD02691,Samsung Computers,Electronics,Computers,Samsung,75706.53,58813.8
PROD02692,Canon Scanner,Office Equipment,Networking,Canon,10670.27,51797.54
PROD02693,Canon Keyboard,Accessories,Storage,Dell,19600.25,74251.27
PROD02694,Sony Printer,Office Equipment,Scanner,Canon,123231.64,70901.25
PROD02695,HP Computers,Electronics,Computers,Lenovo,65593.12,92855.25
PROD02696,Dell Audio,Electronics,Audio,HP,9654.16,38424.6
PROD02697,Dell Mouse,Accessories,Storage,Canon,63162.1,58698.6
PROD02698,Samsung Keyboard,Accessories,Storage,Logitech,121826.35,98800.65
PROD02699,Samsung Mobile,Electronics,Audio,Samsung,14070.06,54171.93
PROD02700,Asus Mouse,Accessories,Keyboard,Dell,86373.35,55776.42
PROD02701,HP Mobile,Electronics,Mobile,Logitech,136468.95,18915.61
PROD02702,Asus Computers,Electronics,Audio,Lenovo,109993.22,26940.58
PROD02703,Sony Storage,Accessories,Mouse,Dell,66281.08,34196.04
PROD02704,Dell Networking,Office Equipment,Printer,HP,32982.7,79050.24
PROD02705,Logitech Printer,Office Equipment,Networking,Epson,84744.72,43121.92
PROD02706,Samsung Scanner,Office Equipment,Scanner,Logitech,1370.15,82232.08
PROD02707,HP Storage,Accessories,Keyboard,Dell,69321.21,76892.94
PROD02708,Logitech Mobile,Electronics,Computers,Lenovo,4289.52,98892.59
PROD02709,Samsung Printer,Office Equipment,Printer,Logitech,12652.89,23000.17
PROD02710,Apple Keyboard,Accessories,Storage,Samsung,142895.4,37133.29
PROD02711,HP Networking,Office Equipment,Printer,Epson,81008.5,3689.85
PROD02712,Samsung Mobile,Electronics,Audio,Samsung,98808.75,96482.26
PROD02713,Sony Storage,Accessories,Storage,Epson,115533.11,55750.62
PROD02714,Lenovo Scanner,Office Equipment,Scanner,Dell,122728.62,66813.08
PROD02715,Sony Computers,Electronics,Audio,Logitech,42859.97,98575.23
PROD02716,Lenovo Storage,Accessories,Storage,Canon,5115.75,61279.17
PROD02717,Logitech Mobile,Electronics,Audio,Apple,24530.12,77207.29
PROD02718,Samsung Scanner,Office Equipment,Networking,Sony,87545.2,21953.61
PROD02719,Epson Audio,Electronics,Audio,Canon,60416.91,95503.87
PROD02720,Canon Mouse,Accessories,Storage,Canon,97657.44,29081.75
PROD02721,Apple Computers,Electronics,Computers,Dell,50258.17,29707.01
PROD02722,Logitech Storage,Accessories,Mouse,Asus,23808.69,42719.92
PROD02723,Sony Mouse,Accessories,Storage,Apple,113472.17,48969.25
PROD02724,Logitech Keyboard,Accessories,Keyboard,Sony,135159.6,36447.86
PROD02725,HP Networking,Office Equipment,Networking,Samsung,4325.28,18279.76
PROD02726,Samsung Mobile,Electronics,Mobile,Epson,30190.97,49363.95
PROD02727,Apple Scanner,Office Equipment,Scanner,Epson,85577.09,12770.26
PROD02728,Dell Computers,Electronics,Audio,Logitech,4107.36,83489.07
PROD02729,HP Printer,Office Equipment,Scanner,Canon,94422.76,73856.82
PROD02730,Epson Scanner,Office Equipment,Networking,Samsung,130936.72,19652.36
PROD02731,Lenovo Computers,Electronics,Mobile,Epson,128001.56,11875.65
PROD02732,HP Keyboard,Accessories,Keyboard,Dell,3534.1,72588.63
PROD02733,Apple Audio,Electronics,Mobile,Sony,102875.95,36233.42
PROD02734,Sony Mouse,Accessories,Mouse,Lenovo,115725.97,39960.52
PROD02735,Sony Storage,Accessories,Keyboard,HP,31145.49,52383.99
PROD02736,HP Storage,Accessories,Mouse,Logitech,131364.78,22985.04
PROD02737,Apple Scanner,Office Equipment,Printer,Sony,3219.1,61057.06
PROD02738,Epson Printer,Office Equipment,Scanner,Lenovo,18451.72,74512.59
PROD02739,Sony Scanner,Office Equipment,Networking,Epson,110186.57,20608.08
PROD02740,Apple Mobile,Electronics,Computers,Sony,48996.47,50134.68
PROD02741,Sony Printer,Office Equipment,Printer,Lenovo,69512.97,98712.82
PROD02742,Logitech Printer,Office Equipment,Scanner,Logitech,2620.72,88523.31
PROD02743,Sony Computers,Electronics,Mobile,Apple,88741.76,38409.22
PROD02744,Sony Scanner,Office Equipment,Printer,Sony,109227.2,71966.97
PROD02745,Dell Mobile,Electronics,Audio,Samsung,23278.99,52664.41
PROD02746,Logitech Mouse,Accessories,Mouse,Lenovo,112761.12,30581.64
PROD02747,Lenovo Keyboard,Accessories,Storage,Lenovo,9234.69,77910.72
PROD02748,Logitech Storage,Accessories,Mouse,Epson,30877.14,97022.26
PROD02749,Apple Keyboard,Accessories,Keyboard,Logitech,123829.79,81481.3
PROD02750,Sony Storage,Accessories,Keyboard,Samsung,119865.3,12844.62
PROD02751,Apple Networking,Office Equipment,Printer,Sony,44491.01,15987.81
PROD02752,Sony Audio,Electronics,Audio,Canon,8021.41,1708.58
PROD02753,HP Printer,Office Equipment,Scanner,Lenovo,91026.95,99385.76
PROD02754,HP Audio,Electronics,Mobile,Apple,56591.94,76912.58
PROD02755,Logitech Computers,Electronics,Computers,Asus,42450.27,35781.01
PROD02756,Asus Scanner,Office Equipment,Networking,Samsung,135851.96,851.61
PROD02757,Canon Keyboard,Accessories,Storage,Samsung,75585.61,33637.48
PROD02758,Logitech Mobile,Electronics,Mobile,Canon,52649.26,18483.49
PROD02759,Sony Scanner,Office Equipment,Printer,Asus,129154.65,73328.89
PROD02760,Samsung Scanner,Office Equipment,Networking,Lenovo,127282.06,71175.55
PROD02761,Lenovo Networking,Office Equipment,Printer,Lenovo,117859.74,91112.87
PROD02762,Dell Mobile,Electronics,Audio,Lenovo,5203.8,21616.38
PROD02763,Apple Networking,Office Equipment,Printer,Sony,106779.21,81516.61
PROD02764,Sony Mobile,Electronics,Mobile,Apple,47768.33,14654.53
PROD02765,Sony Networking,Office Equipment,Scanner,Epson,24716.05,46350.9
PROD02766,HP Computers,Electronics,Mobile,HP,63207.46,39115.22
PROD02767,Samsung Scanner,Office Equipment,Printer,Apple,42267.36,83421.81
PROD02768,Asus Mouse,Accessories,Keyboard,HP,93946.35,65763.77
PROD02769,Dell Scanner,Office Equipment,Networking,Samsung,6313.88,11326.8
PROD02770,Sony Networking,Office Equipment,Networking,Logitech,84631.27,12842.28
PROD02771,Canon Keyboard,Accessories,Storage,HP,32349.89,89644.13
PROD02772,Apple Storage,Accessories,Storage,HP,131681.58,21883.84
PROD02773,HP Storage,Accessories,Mouse,Sony,112569.74,56222.83
PROD02774,HP Computers,Electronics,Computers,Epson,131938.92,56327.53
PROD02775,Samsung Scanner,Office Equipment,Scanner,HP,145229.26,81401.74
PROD02776,Samsung Storage,Accessories,Keyboard,Sony,140435.36,3674.22
PROD02777,Lenovo Keyboard,Accessories,Storage,Lenovo,19568.66,80577.68
PROD02778,Samsung Networking,Office Equipment,Networking,Samsung,101343.58,59826.16
PROD02779,Apple Networking,Office Equipment,Scanner,Epson,69531.63,63638.6
PROD02780,HP Mouse,Accessories,Mouse,HP,9935.81,77114.67
PROD02781,Samsung Storage,Accessories,Keyboard,Apple,39502.78,18343.47
PROD02782,Epson Audio,Electronics,Mobile,Lenovo,52902.03,65252.07
PROD02783,Logitech Scanner,Office Equipment,Networking,Lenovo,47686.98,75215.18
PROD02784,Dell Printer,Office Equipment,Networking,Canon,115409.15,47674.19
PROD02785,Sony Storage,Accessories,Keyboard,Logitech,149282.79,16036.04
PROD02786,Dell Networking,Office Equipment,Networking,HP,118296.55,66633.97
PROD02787,Lenovo Computers,Electronics,Computers,Apple,135332.71,62085.48
PROD02788,Apple Printer,Office Equipment,Printer,Samsung,136348.16,38320.37
PROD02789,Dell Mouse,Accessories,Storage,HP,38012.73,74504.64
PROD02790,Epson Computers,Electronics,Audio,HP,58770.31,13590.29
PROD02791,Epson Mobile,Electronics,Computers,Logitech,116620.45,37911.84
PROD02792,Dell Scanner,Office Equipment,Scanner,Dell,109587.95,26208.03
PROD02793,Asus Mouse,Accessories,Storage,Asus,26732.42,24027.07
PROD02794,Apple Storage,Accessories,Mouse,Canon,118645.85,61905.03
PROD02795,HP Audio,Electronics,Computers,Sony,70505.84,96839.44
PROD02796,Canon Scanner,Office Equipment,Printer,Asus,42492.74,67123.52
PROD02797,Epson Audio,Electronics,Computers,Epson,140478.04,81116.57
PROD02798,Lenovo Mobile,Electronics,Computers,Canon,95783.01,87891.96
PROD02799,HP Mouse,Accessories,Storage,Canon,59735.85,50821.02
PROD02800,Sony Mouse,Accessories,Keyboard,Asus,16312.88,87421.32
PROD02801,Epson Mobile,Electronics,Computers,HP,88371.35,50783.07
PROD02802,Sony Printer,Office Equipment,Networking,Epson,82578.82,17289.62
PROD02803,Lenovo Networking,Office Equipment,Printer,Lenovo,23484.55,14912.96
PROD02804,Lenovo Computers,Electronics,Audio,Samsung,78112.49,8038.88
PROD02805,Sony Audio,Electronics,Audio,Samsung,30758.43,26780.31
PROD02806,Epson Keyboard,Accessories,Keyboard,Logitech,83147.24,29831.37
PROD02807,Samsung Printer,Office Equipment,Printer,Epson,29744.58,21518.39
PROD02808,Asus Audio,Electronics,Computers,Canon,111622.51,50132.27
PROD02809,Logitech Storage,Accessories,Keyboard,HP,4283.59,51686.61
PROD02810,Lenovo Mobile,Electronics,Audio,HP,43833.79,44514.0
PROD02811,Asus Keyboard,Accessories,Mouse,Epson,7003.52,71456.69
PROD02812,Samsung Keyboard,Accessories,Keyboard,Samsung,66128.2,29005.51
PROD02813,Logitech Scanner,Office Equipment,Scanner,Epson,41526.26,43509.78
PROD02814,Dell Mobile,Electronics,Mobile,Lenovo,134331.47,83164.04
PROD02815,Epson Mouse,Accessories,Mouse,Dell,66484.81,15905.68
PROD02816,Asus Mobile,Electronics,Audio,Lenovo,77707.91,92685.95
PROD02817,Epson Printer,Office Equipment,Scanner,HP,49514.92,64533.48
PROD02818,Logitech Networking,Office Equipment,Printer,Sony,24337.21,19190.4
PROD02819,Logitech Storage,Accessories,Mouse,Samsung,10679.18,18377.79
PROD02820,Canon Scanner,Office Equipment,Scanner,Samsung,3262.69,10267.28
PROD02821,Canon Printer,Office Equipment,Scanner,HP,112616.58,67697.45
PROD02822,Dell Storage,Accessories,Mouse,Dell,68953.6,27186.52
PROD02823,Asus Networking,Office Equipment,Printer,Samsung,87544.97,98592.71
PROD02824,Sony Mouse,Accessories,Mouse,Sony,37748.17,24383.79
PROD02825,HP Storage,Accessories,Storage,Asus,114849.36,37284.74
PROD02826,HP Scanner,Office Equipment,Scanner,Samsung,113840.88,31316.38
PROD02827,Asus Mouse,Accessories,Mouse,Canon,79391.98,66256.97
PROD02828,Epson Mouse,Accessories,Mouse,Epson,15612.97,65399.56
PROD02829,Lenovo Storage,Accessories,Keyboard,Epson,144909.72,55786.83
PROD02830,Samsung Scanner,Office Equipment,Networking,Canon,122544.98,92604.41
PROD02831,Logitech Computers,Electronics,Mobile,Canon,77841.57,40404.96
PROD02832,Samsung Networking,Office Equipment,Scanner,Lenovo,7933.21,25017.28
PROD02833,Lenovo Networking,Office Equipment,Networking,HP,70345.45,73488.95
PROD02834,Epson Audio,Electronics,Audio,Asus,145351.55,93568.08
PROD02835,Asus Audio,Electronics,Audio,Sony,129470.75,70341.41
PROD02836,HP Mobile,Electronics,Mobile,Canon,118600.74,62865.82
PROD02837,Asus Computers,Electronics,Mobile,Apple,106655.83,2651.46
PROD02838,Sony Printer,Office Equipment,Networking,Canon,106584.37,88115.98
PROD02839,Canon Scanner,Office Equipment,Printer,Samsung,83034.18,64821.57
PROD02840,Sony Audio,Electronics,Mobile,Sony,76898.06,93560.03
PROD02841,Dell Audio,Electronics,Audio,Apple,53224.88,50948.94
PROD02842,Samsung Printer,Office Equipment,Scanner,Lenovo,92716.93,36424.49
PROD02843,Samsung Mobile,Electronics,Mobile,Asus,4959.05,73591.64
PROD02844,Lenovo Audio,Electronics,Audio,Canon,33365.06,53924.44
PROD02845,Apple Scanner,Office Equipment,Scanner,Dell,100580.51,7186.14
PROD02846,HP Keyboard,Accessories,Storage,Dell,24747.48,94578.85
PROD02847,Logitech Computers,Electronics,Audio,Lenovo,111143.84,2930.72
PROD02848,Asus Scanner,Office Equipment,Printer,Canon,52786.07,13242.45
PROD02849,Sony Storage,Accessories,Keyboard,Sony,30271.47,65537.64
PROD02850,Samsung Mouse,Accessories,Keyboard,Lenovo,134583.97,95845.3
PROD02851,Epson Printer,Office Equipment,Networking,HP,67619.33,31419.27
PROD02852,Dell Printer,Office Equipment,Networking,Epson,43301.47,95224.78
PROD02853,Lenovo Scanner,Office Equipment,Scanner,Logitech,51945.42,7520.39
PROD02854,Epson Mobile,Electronics,Computers,Epson,34135.18,47421.68
PROD02855,Asus Printer,Office Equipment,Networking,HP,101185.88,65810.6
PROD02856,Samsung Storage,Accessories,Keyboard,Samsung,35107.63,88365.37
PROD02857,Epson Scanner,Office Equipment,Printer,Asus,118963.74,69150.07
PROD02858,Logitech Scanner,Office Equipment,Printer,Dell,117221.41,23079.09
PROD02859,Dell Storage,Accessories,Storage,Lenovo,79223.86,78332.23
PROD02860,Apple Printer,Office Equipment,Scanner,Apple,91479.65,60412.7
PROD02861,Epson Mouse,Accessories,Mouse,Dell,93224.14,67700.49
PROD02862,Logitech Networking,Office Equipment,Scanner,Samsung,8831.76,54111.66
PROD02863,Lenovo Computers,Electronics,Audio,Asus,92447.03,76500.87
PROD02864,Logitech Storage,Accessories,Mouse,Asus,34791.72,4454.49
PROD02865,Logitech Audio,Electronics,Audio,Sony,43917.84,7500.1
PROD02866,Lenovo Keyboard,Accessories,Keyboard,Canon,82227.64,15916.63
PROD02867,Dell Networking,Office Equipment,Networking,Canon,114481.68,52965.84
PROD02868,Sony Mouse,Accessories,Storage,Apple,98927.48,45767.04
PROD02869,Sony Mouse,Accessories,Mouse,Sony,69961.24,10525.3
PROD02870,Dell Printer,Office Equipment,Networking,Sony,87384.18,41040.51
PROD02871,Sony Mobile,Electronics,Computers,Samsung,56267.72,96744.32
PROD02872,Epson Networking,Office Equipment,Printer,Dell,46580.69,20480.13
PROD02873,Dell Computers,Electronics,Audio,Logitech,122090.59,48696.94
PROD02874,Epson Scanner,Office Equipment,Networking,Dell,125962.85,4330.71
PROD02875,HP Networking,Office Equipment,Printer,Logitech,25576.51,41534.86
PROD02876,Sony Scanner,Office Equipment,Scanner,Canon,18165.68,68749.22
PROD02877,Samsung Networking,Office Equipment,Printer,HP,79634.56,66617.89
PROD02878,Dell Mouse,Accessories,Storage,Samsung,125038.15,99954.61
PROD02879,Canon Keyboard,Accessories,Keyboard,Lenovo,107636.91,98684.03
PROD02880,Logitech Computers,Electronics,Computers,Canon,20912.52,62140.9
PROD02881,HP Keyboard,Accessories,Keyboard,Apple,46798.53,39433.86
PROD02882,Logitech Scanner,Office Equipment,Printer,Epson,37789.67,24050.64
PROD02883,Apple Storage,Accessories,Keyboard,Lenovo,10091.7,31522.78
PROD02884,Sony Scanner,Office Equipment,Scanner,Asus,31381.11,30392.12
PROD02885,Lenovo Scanner,Office Equipment,Printer,Epson,36891.6,63790.61
PROD02886,Logitech Networking,Office Equipment,Printer,Epson,96698.9,21194.24
PROD02887,Samsung Computers,Electronics,Audio,Logitech,148932.39,4489.99
PROD02888,Asus Audio,Electronics,Computers,Lenovo,98493.87,79052.36
PROD02889,Logitech Scanner,Office Equipment,Networking,Asus,140463.9,5034.91
PROD02890,Logitech Scanner,Office Equipment,Networking,Samsung,42521.7,19545.99
PROD02891,HP Computers,Electronics,Computers,Samsung,23832.43,8616.1
PROD02892,Dell Printer,Office Equipment,Networking,Logitech,121469.21,94649.78
PROD02893,Asus Scanner,Office Equipment,Networking,Lenovo,127147.49,34395.4
PROD02894,Epson Printer,Office Equipment,Networking,HP,96969.46,92240.54
PROD02895,Dell Computers,Electronics,Computers,Samsung,103131.46,50610.52
PROD02896,Asus Computers,Electronics,Computers,Apple,92639.39,75430.12
PROD02897,Samsung Scanner,Office Equipment,Printer,Logitech,51142.43,70958.13
PROD02898,Canon Mouse,Accessories,Mouse,Logitech,70209.64,40525.69
