SupplierID,SupplierName,SupplierType,City,State,Country,Rating
SUP0784,National Traders,Manufacturer,Surat,Tamil Nadu,India,3
SUP0785,Elite Supplies,Wholesaler,Mumbai,Karnataka,India,2
SUP0786,Global Traders,Manufacturer,Delhi,Tamil Nadu,India,3
SUP0787,National Distributors,Distributor,Pune,Gujarat,India,5
SUP0788,Metro Distributors,Wholesaler,Surat,Maharashtra,India,3
SUP0789,Elite Distributors,Manufacturer,Ahmedabad,Gujarat,India,4
SUP0790,Global Supplies,Distributor,Hyderabad,Karnataka,India,3
SUP0791,Prime Distributors,Distributor,Chennai,Gujarat,India,2
SUP0792,National Technologies,Distributor,Hyderabad,Tamil Nadu,India,
SUP0793,National Distributors,Distributor,Ahmedabad,Gujarat,India,4
SUP0794,Elite Distributors,Wholesaler,Pune,Telangana,India,5
SUP0795,Prime Distributors,Distributor,Surat,Telangana,India,1
SUP0796,Global Technologies,Distributor,Hyderabad,Delhi,India,5
SUP0797,Global Distributors,Wholesaler,Delhi,Gujarat,India,5 
SUP0798,Prime Traders,Manufacturer,Hyderabad,Delhi,India,
SUP0799,Metro Supplies,Distributor,Ahmedabad,Karnataka,India,3
SUP0800,Global Traders,Distributor,Delhi,Delhi,India,
SUP0801,Global Distributors,Manufacturer,Surat,Karnataka,India,5
SUP0802,National Distributors,Manufacturer,Delhi,Gujarat,India,
SUP0803,Prime Technologies,Distributor,Ahmedabad,Gujarat,India,3
SUP0804,Elite Technologies,Distributor,Surat,Delhi,India, 4
SUP0805,National Distributors,Distributor,Mumbai,Delhi,India,2
SUP0806,Elite Distributors,Manufacturer,Ahmedabad,Gujarat,India,2
SUP0807,Metro Technologies,Distributor,Surat,Karnataka,India,5
SUP0808,Metro Supplies,Distributor,Delhi,Maharashtra,India,5 
SUP0809,Metro Distributors,Wholesaler,Ahmedabad,Telangana,India,5 
SUP0810,Prime Supplies,Distributor,Pune,Delhi,India,
SUP0811,Elite Supplies,Distributor,Delhi,Karnataka,India,4
SUP0812,National Distributors,Distributor,Ahmedabad,Karnataka,India,3
SUP0813,Prime Supplies,Manufacturer,Surat,Tamil Nadu,India,2
SUP0814,Prime Traders,Wholesaler,Hyderabad,Karnataka,India,5
SUP0815,National Distributors,Manufacturer,Mumbai,Telangana,India,2
SUP0816,Elite Technologies,Wholesaler,Bangalore,Delhi,India,5
SUP0817,Global Traders,Distributor,Mumbai,Delhi,India, 4
SUP0818,Global Supplies,Manufacturer,Delhi,Maharashtra,India,1
SUP0819,National Technologies,Manufacturer,Bangalore,Tamil Nadu,India,3
SUP0820,Prime Technologies,Wholesaler,Ahmedabad,Karnataka,India,5
SUP0821,Prime Traders,Wholesaler,Bangalore,Gujarat,India, 4
SUP0822,National Supplies,Distributor,Ahmedabad,Gujarat,India,3
SUP0823,Elite Traders,Manufacturer,Bangalore,Gujarat,India,5 
SUP0824,Prime Traders,Distributor,Ahmedabad,Maharashtra,India,4
SUP0825,National Traders,Wholesaler,Hyderabad,Tamil Nadu,India,
SUP0826,Metro Traders,Manufacturer,Pune,Telangana,India,3
SUP0827,Elite Distributors,Manufacturer,Pune,Gujarat,India,1
SUP0828,Global Traders,Wholesaler,Pune,Telangana,India,4
SUP0829,National Distributors,Manufacturer,Bangalore,Maharashtra,India,2
SUP0830,Metro Traders,Wholesaler,Hyderabad,Gujarat,India,3
SUP0831,Prime Distributors,Manufacturer,Mumbai,Delhi,India,
SUP0832,National Technologies,Manufacturer,Surat,Tamil Nadu,India,3
SUP0833,Global Distributors,Manufacturer,Bangalore,Gujarat,India, 4
SUP0834,Metro Distributors,Distributor,Chennai,Maharashtra,India,5 
SUP0835,Metro Supplies,Wholesaler,Bangalore,Tamil Nadu,India,
SUP0836,National Supplies,Manufacturer,Bangalore,Tamil Nadu,India,4
SUP0837,Metro Technologies,Manufacturer,Ahmedabad,Delhi,India,2
SUP0838,Prime Supplies,Manufacturer,Surat,Karnataka,India, 4
SUP0839,Global Traders,Manufacturer,Pune,Karnataka,India,3
SUP0840,Elite Technologies,Wholesaler,Ahmedabad,Delhi,India,1
SUP0841,National Distributors,Wholesaler,Bangalore,Maharashtra,India,4
SUP0842,National Distributors,Distributor,Bangalore,Tamil Nadu,India,1
SUP0843,Metro Distributors,Manufacturer,Mumbai,Delhi,India,3
SUP0844,Metro Distributors,Manufacturer,Ahmedabad,Telangana,India, 4
SUP0845,Global Supplies,Distributor,Mumbai,Maharashtra,India,3
SUP0846,National Distributors,Manufacturer,Ahmedabad,Delhi,India,1
SUP0847,Prime Technologies,Distributor,Ahmedabad,Tamil Nadu,India,3
SUP0848,Prime Supplies,Manufacturer,Chennai,Delhi,India,5
SUP0849,Metro Distributors,Manufacturer,Chennai,Gujarat,India,4
SUP0850,Metro Technologies,Wholesaler,Delhi,Gujarat,India,5 
SUP0851,Metro Distributors,Wholesaler,Chennai,Karnataka,India,4
SUP0852,Metro Supplies,Distributor,Hyderabad,Gujarat,India,5
SUP0853,Prime Traders,Wholesaler,Mumbai,Karnataka,India,1
SUP0854,National Traders,Distributor,Ahmedabad,Delhi,India,4
SUP0855,Prime Technologies,Distributor,Bangalore,Karnataka,India,1
SUP0856,Elite Distributors,Manufacturer,Hyderabad,Tamil Nadu,India,
SUP0857,National Technologies,Distributor,Mumbai,Tamil Nadu,India,1
SUP0858,Metro Supplies,Distributor,Bangalore,Maharashtra,India,4
SUP0859,Metro Technologies,Wholesaler,Pune,Karnataka,India,4
SUP0860,Prime Supplies,Manufacturer,Chennai,Gujarat,India,3
SUP0861,Global Supplies,Wholesaler,Mumbai,Telangana,India,5 
SUP0862,National Supplies,Wholesaler,Pune,Tamil Nadu,India,
SUP0863,Prime Traders,Wholesaler,Delhi,Telangana,India,
SUP0864,Global Traders,Distributor,Ahmedabad,Gujarat,India,1
SUP0865,Prime Traders,Wholesaler,Chennai,Gujarat,India,
SUP0866,Global Distributors,Manufacturer,Mumbai,Delhi,India, 4
SUP0867,Global Distributors,Wholesaler,Delhi,Delhi,India,4
SUP0868,Elite Technologies,Wholesaler,Surat,Telangana,India,5
SUP0869,Elite Distributors,Wholesaler,Hyderabad,Maharashtra,India,1
SUP0870,Elite Supplies,Wholesaler,Delhi,Delhi,India,3
SUP0871,Global Distributors,Wholesaler,Mumbai,Tamil Nadu,India,3
SUP0872,Global Supplies,Wholesaler,Chennai,Karnataka,India,2
SUP0873,Elite Supplies,Distributor,Pune,Karnataka,India, 4
SUP0874,Global Distributors,Wholesaler,Ahmedabad,Maharashtra,India,2
SUP0875,Elite Supplies,Manufacturer,Mumbai,Tamil Nadu,India,
SUP0876,Prime Traders,Manufacturer,Ahmedabad,Gujarat,India,
SUP0877,Metro Traders,Distributor,Chennai,Karnataka,India,4
SUP0878,Metro Technologies,Distributor,Pune,Telangana,India,4
SUP0879,Global Technologies,Distributor,Surat,Tamil Nadu,India,4
SUP0880,Global Traders,Distributor,Hyderabad,Tamil Nadu,India,5 
SUP0881,National Technologies,Wholesaler,Delhi,Maharashtra,India,2
SUP0882,Global Technologies,Distributor,Mumbai,Telangana,India,
SUP0883,National Traders,Wholesaler,Surat,Gujarat,India,3
SUP0884,Prime Traders,Manufacturer,Ahmedabad,Maharashtra,India,5 
SUP0885,Global Supplies,Distributor,Pune,Tamil Nadu,India,1
SUP0886,National Traders,Distributor,Mumbai,Gujarat,India,2
SUP0887,Prime Supplies,Distributor,Pune,Telangana,India,
SUP0888,Elite Supplies,Distributor,Chennai,Karnataka,India,1
SUP0889,Elite Distributors,Manufacturer,Pune,Delhi,India,5
SUP0890,Metro Distributors,Manufacturer,Mumbai,Tamil Nadu,India,2
SUP0891,Global Supplies,Manufacturer,Ahmedabad,Delhi,India,2
SUP0892,Global Technologies,Wholesaler,Ahmedabad,Telangana,India,2
SUP0893,Prime Traders,Wholesaler,Hyderabad,Gujarat,India,3
SUP0894,Prime Distributors,Manufacturer,Surat,Telangana,India,3
SUP0895,National Supplies,Distributor,Mumbai,Gujarat,India,2
SUP0896,Elite Technologies,Wholesaler,Mumbai,Delhi,India,4
SUP0897,Prime Technologies,Distributor,Ahmedabad,Telangana,India,5
SUP0898,National Traders,Distributor,Ahmedabad,Karnataka,India,5 
SUP0899,Elite Traders,Manufacturer,Surat,Tamil Nadu,India,5 
SUP0900,National Supplies,Manufacturer,Chennai,Telangana,India,3
SUP0901,Metro Traders,Wholesaler,Ahmedabad,Karnataka,India,5 
SUP0902,National Supplies,Wholesaler,Bangalore,Maharashtra,India,5 
SUP0903,National Supplies,Manufacturer,Ahmedabad,Telangana,India,2
SUP0904,Global Technologies,Distributor,Delhi,Delhi,India,
SUP0905,National Distributors,Distributor,Bangalore,Karnataka,India,5
SUP0906,Prime Traders,Distributor,Surat,Delhi,India,3
SUP0907,Global Supplies,Wholesaler,Pune,Gujarat,India,4
SUP0908,Global Distributors,Wholesaler,Surat,Karnataka,India,1
SUP0909,Metro Traders,Wholesaler,Ahmedabad,Gujarat,India,5
SUP0910,Elite Technologies,Manufacturer,Chennai,Maharashtra,India,2
SUP0911,Elite Traders,Distributor,Pune,Karnataka,India,4
SUP0912,Prime Traders,Distributor,Mumbai,Tamil Nadu,India,1
SUP0913,Metro Technologies,Distributor,Chennai,Telangana,India,5 
SUP0914,Global Traders,Wholesaler,Ahmedabad,Gujarat,India,4
SUP0915,Metro Traders,Wholesaler,Surat,Karnataka,India,2
SUP0916,Prime Technologies,Wholesaler,Pune,Delhi,India,5
SUP0917,Prime Supplies,Manufacturer,Surat,Karnataka,India,1
SUP0918,Global Technologies,Wholesaler,Pune,Gujarat,India,4
SUP0919,Metro Traders,Manufacturer,Bangalore,Tamil Nadu,India,2
SUP0920,Prime Distributors,Manufacturer,Chennai,Maharashtra,India,4
SUP0921,National Traders,Distributor,Chennai,Karnataka,India,2
SUP0922,Elite Supplies,Distributor,Pune,Telangana,India,
SUP0923,Global Distributors,Manufacturer,Pune,Karnataka,India,
SUP0924,Prime Distributors,Manufacturer,Chennai,Telangana,India,1
SUP0925,Prime Distributors,Wholesaler,Mumbai,Gujarat,India,4
SUP0926,Prime Technologies,Distributor,Delhi,Gujarat,India, 4
SUP0927,Prime Traders,Distributor,Ahmedabad,Tamil Nadu,India,1
SUP0928,Elite Technologies,Distributor,Surat,Gujarat,India,1
SUP0929,Elite Supplies,Distributor,Mumbai,Tamil Nadu,India, 4
SUP0930,National Supplies,Wholesaler,Hyderabad,Tamil Nadu,India, 4
SUP0931,Global Supplies,Manufacturer,Surat,Tamil Nadu,India,1
SUP0932,National Distributors,Distributor,Chennai,Gujarat,India, 4
SUP0933,Elite Distributors,Manufacturer,Chennai,Maharashtra,India,
SUP0934,Metro Technologies,Distributor,Delhi,Tamil Nadu,India,2
SUP0935,Prime Distributors,Wholesaler,Chennai,Delhi,India,4
SUP0936,Prime Technologies,Manufacturer,Pune,Gujarat,India,2
SUP0937,Metro Supplies,Manufacturer,Bangalore,Karnataka,India, 4
SUP0938,Global Traders,Manufacturer,Delhi,Karnataka,India,5 
SUP0939,Global Supplies,Manufacturer,Chennai,Telangana,India,1
SUP0940,Prime Traders,Manufacturer,Mumbai,Delhi,India, 4
SUP0941,Prime Supplies,Wholesaler,Chennai,Telangana,India,3
SUP0942,Global Technologies,Wholesaler,Delhi,Telangana,India,3
SUP0943,Global Traders,Wholesaler,Delhi,Maharashtra,India,
SUP0944,Elite Traders,Wholesaler,Surat,Gujarat,India,5
SUP0945,Elite Distributors,Distributor,Bangalore,Tamil Nadu,India,3
SUP0946,Prime Technologies,Manufacturer,Bangalore,Maharashtra,India,4
SUP0947,Metro Technologies,Distributor,Ahmedabad,Maharashtra,India,4
SUP0948,Elite Distributors,Manufacturer,Surat,Gujarat,India,3
SUP0949,Prime Supplies,Manufacturer,Bangalore,Maharashtra,India,4
SUP0950,Global Traders,Manufacturer,Delhi,Delhi,India, 4
SUP0951,Global Supplies,Distributor,Surat,Karnataka,India,1
SUP0952,Prime Technologies,Wholesaler,Pune,Maharashtra,India,1
SUP0953,Elite Distributors,Manufacturer,Hyderabad,Gujarat,India,5 
SUP0954,Elite Supplies,Manufacturer,Delhi,Tamil Nadu,India,3
SUP0955,Elite Traders,Distributor,Delhi,Delhi,India,5
SUP0956,Prime Technologies,Distributor,Delhi,Gujarat,India,5 
SUP0957,Prime Traders,Wholesaler,Hyderabad,Tamil Nadu,India,5
SUP0958,National Distributors,Wholesaler,Chennai,Tamil Nadu,India,5
SUP0959,National Technologies,Manufacturer,Delhi,Gujarat,India, 4
SUP0960,Global Supplies,Wholesaler,Ahmedabad,Telangana,India,2
SUP0961,Prime Distributors,Manufacturer,Mumbai,Delhi,India,3
SUP0962,Prime Technologies,Distributor,Mumbai,Tamil Nadu,India,
SUP0963,Prime Traders,Wholesaler,Ahmedabad,Telangana,India,3
SUP0964,Global Traders,Wholesaler,Delhi,Tamil Nadu,India, 4
SUP0965,Metro Supplies,Wholesaler,Surat,Karnataka,India,1
SUP0966,Elite Supplies,Manufacturer,Surat,Gujarat,India,1
SUP0967,Global Technologies,Distributor,Delhi,Tamil Nadu,India,1
SUP0968,Elite Distributors,Distributor,Hyderabad,Karnataka,India,1
SUP0969,Elite Traders,Distributor,Bangalore,Delhi,India,4
SUP0970,Elite Supplies,Wholesaler,Chennai,Tamil Nadu,India,1
SUP0971,National Technologies,Manufacturer,Ahmedabad,Delhi,India,5
SUP0972,National Traders,Manufacturer,Pune,Tamil Nadu,India,5 
SUP0973,Metro Technologies,Distributor,Chennai,Karnataka,India,4
SUP0974,Prime Supplies,Distributor,Chennai,Maharashtra,India,
SUP0975,Metro Technologies,Wholesaler,Bangalore,Maharashtra,India,5
SUP0976,National Technologies,Wholesaler,Mumbai,Tamil Nadu,India,3
SUP0977,Elite Supplies,Wholesaler,Pune,Tamil Nadu,India,5
SUP0978,Elite Supplies,Wholesaler,Pune,Telangana,India,3
SUP0979,Global Traders,Wholesaler,Bangalore,Telangana,India,3
SUP0980,National Traders,Distributor,Bangalore,Gujarat,India,5
SUP0981,Metro Traders,Wholesaler,Surat,Maharashtra,India, 4
SUP0982,National Supplies,Manufacturer,Hyderabad,Gujarat,India,
SUP0983,National Distributors,Manufacturer,Ahmedabad,Telangana,India,2
SUP0984,Metro Traders,Distributor,Surat,Telangana,India,3
SUP0985,National Technologies,Manufacturer,Surat,Gujarat,India,5 
SUP0986,National Distributors,Distributor,Chennai,Telangana,India,4
SUP0987,Metro Distributors,Distributor,Chennai,Telangana,India, 4
SUP0988,National Supplies,Manufacturer,Bangalore,Karnataka,India,
SUP0989,Metro Distributors,Wholesaler,Pune,Tamil Nadu,India,3
SUP0990,Global Traders,Distributor,Surat,Delhi,India, 4
SUP0991,Global Distributors,Distributor,Chennai,Telangana,India,4
SUP0992,Global Traders,Manufacturer,Surat,Tamil Nadu,India,3
SUP0993,Global Supplies,Distributor,Ahmedabad,Karnataka,India, 4
SUP0994,National Traders,Wholesaler,Ahmedabad,Delhi,India, 4
SUP0995,Prime Supplies,Distributor,Pune,Gujarat,India,5
SUP0996,National Traders,Wholesaler,Pune,Karnataka,India,3
SUP0997,Elite Distributors,Manufacturer,Bangalore,Tamil Nadu,India,5 
SUP0998,Metro Distributors,Manufacturer,Chennai,Gujarat,India, 4
SUP0999,National Distributors,Wholesaler,Chennai,Maharashtra,India,2
SUP1000,National Supplies,Wholesaler,Mumbai,Delhi,India, 4
