SalesID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,SalesAmount,Discount,Profit
S074925,2023-08-24,CUST07788,PROD02738,14,18451.72,258324.08,,46498.33
S074926,2023-02-03,CUST03520,PROD01674,1,111734.13,111734.13,0,20112.14
S074927,2023-05-03,CUST03204,PROD03398,2,118461.48,236922.96,0,42646.13
S074928,2023-01-10,CUST04534,PROD04773,7,64111.27,448778.89,5,80780.2
S074929,2025-07-20,CUST06653,PROD01955,10,71125.42,711254.2,15,128025.76
S074930,2023-01-18,CUST04498,PROD04279,3,8697.08,26091.24,5,4696.42
S074931,2023-10-29,CUST00510,PROD00702,11,25969.62,285665.82,5,51419.85
S074932,2023-09-29,CUST07411,PROD01298,2,138709.39,277418.78,0,49935.38
S074933,2023-05-08,CUST06793,PROD00946,13,105341.11,1369434.43,15,246498.2
S074934,2024-05-29,CUST01955,PROD02485,8,107397.5,859180.0,15,154652.4
S074935,2023-03-27,CUST06810,PROD02753,9,91026.95,819242.55,,147463.66
S074936,2025-06-19,CUST08603,PROD00502,12,17370.32,208443.84,0,37519.89
S074937,2024-06-29,CUST04002,PROD01902,6,92130.37,552782.22,0,99500.8
S074938,2025-01-28,CUST06038,PROD04017,7,7743.71,54205.97,10,9757.07
S074939,2025-11-27,CUST08852,PROD04933,11,108065.97,1188725.67,5,213970.62
S074940,2025-09-03,CUST02787,PROD01765,13,46640.96,606332.48,5,109139.85
S074941,2023-05-01,CUST02437,PROD01208,8,39029.33,312234.64,0,56202.24
S074942,2025-12-03,CUST05244,PROD04980,11,84524.57,929770.27,15,167358.65
S074943,2024-02-28,CUST07141,PROD02439,7,3170.11,22190.77,0,3994.34
S074944,2023-05-08,CUST09524,PROD00210,4,27981.28,111925.12,15,20146.52
S074945,2024-04-12,CUST06987,PROD02772,5,131681.58,658407.9,15,118513.42
S074946,2025-06-05,CUST02347,PROD04403,8,147786.85,1182294.8,15,212813.06
S074947,2023-08-10,CUST08771,PROD00536,13,118669.46,1542702.98,5,277686.54
S074948,2023-02-03,CUST05451,PROD00601,9,81829.9,736469.1,0,132564.44
S074949,2023-10-20,CUST01650,PROD04446,7,53328.23,373297.61,0,67193.57
S074950,2024-06-03,CUST07832,PROD04374,9,130110.76,1170996.84,0,210779.43
S074951,2023-08-28,CUST07612,PROD04801,1,9272.65,9272.65,5,1669.08
S074952,2025-09-02,CUST00568,PROD00458,8,54993.04,439944.32,,79189.98
S074953,2024-01-02,CUST01501,PROD00753,3,73874.78,221624.34,5,39892.38
S074954,2023-12-25,CUST01009,PROD02983,9,96278.49,866506.41,15,155971.15
S074955,2023-03-26,CUST04869,PROD03183,14,40263.05,563682.7,5,101462.89
S074956,2025-07-29,CUST03767,PROD03406,14,80189.82,1122657.48,15,202078.35
S074957,2024-05-06,CUST00175,PROD02874,11,125962.85,1385591.35,0,249406.44
S074958,2023-09-16,CUST03396,PROD03707,11,96695.36,1063648.96,0,191456.81
S074959,2023-08-17,CUST04114,PROD04886,7,36393.15,254752.05,10,45855.37
S074960,2025-12-30,CUST05521,PROD02396,5,81831.41,409157.05,,73648.27
S074961,2025-09-29,CUST05095,PROD03995,11,85522.04,940742.44,,169333.64
S074962,2024-08-26,CUST04977,PROD02622,10,129137.78,1291377.8,10,232448.0
S074963,2025-01-10,CUST07607,PROD04771,7,3910.41,27372.87,0,4927.12
S074964,2023-12-31,CUST06776,PROD02657,14,96511.76,1351164.64,5,243209.64
S074965,2023-08-16,CUST02159,PROD02043,11,67983.76,747821.36,0,134607.84
S074966,2025-08-01,CUST06837,PROD01309,11,111610.04,1227710.44,0,220987.88
S074967,2023-03-30,CUST05926,PROD00044,4,123303.84,493215.36,0,88778.76
S074968,2025-06-28,CUST02378,PROD02282,12,113989.45,1367873.4,5,246217.21
S074969,2024-03-31,CUST01309,PROD04214,11,99632.98,1095962.78,,197273.3
S074970,2025-10-17,CUST02506,PROD02780,1,9935.81,9935.81,5,1788.45
S074971,2024-06-04,CUST07084,PROD01764,13,137662.79,1789616.27,0,322130.93
S074972,2023-02-20,CUST02496,PROD04152,3,23169.92,69509.76,,12511.76
S074973,2023-07-02,CUST08817,PROD03735,9,25422.22,228799.98,,41184.0
S074974,2025-12-19,CUST07244,PROD00776,9,112090.69,1008816.21,15,181586.92
S074975,2023-04-26,CUST09334,PROD01003,10,58672.47,586724.7,,105610.45
S074976,2025-06-18,CUST08515,PROD03872,12,15970.73,191648.76,10,34496.78
S074977,2025-12-23,CUST03163,PROD04158,3,101657.03,304971.09,15,54894.8
S074978,2024-11-26,CUST00406,PROD02877,4,79634.56,318538.24,,57336.88
S074979,2024-11-02,CUST00774,PROD02578,14,3120.8,43691.2,,7864.42
S074980,2023-08-31,CUST02441,PROD04807,6,1466.42,8798.52,10,1583.73
S074981,2024-08-23,CUST06277,PROD03101,5,41871.81,209359.05,5,37684.63
S074982,2023-11-22,CUST01233,PROD00419,10,123818.98,1238189.8,15,222874.16
S074983,2024-03-21,CUST08918,PROD00498,9,13435.43,120918.87,15,21765.4
S074984,2023-05-20,CUST09019,PROD01492,6,130189.01,781134.06,0,140604.13
S074985,2024-05-20,CUST05884,PROD03822,7,44095.81,308670.67,0,55560.72
S074986,2025-12-29,CUST02988,PROD02180,10,127937.68,1279376.8,5,230287.82
S074987,2023-03-30,CUST03926,PROD01300,5,44076.15,220380.75,15,39668.53
S074988,2023-10-27,CUST02441,PROD03711,2,92881.16,185762.32,10,33437.22
S074989,2025-12-31,CUST06640,PROD04582,2,24554.76,49109.52,5,8839.71
S074990,2023-12-19,CUST05678,PROD04291,10,88930.32,889303.2,5,160074.58
S074991,2023-01-07,CUST08241,PROD02853,8,51945.42,415563.36,,74801.4
S074992,2025-03-31,CUST03550,PROD01262,7,139259.76,974818.32,5,175467.3
S074993,2023-09-23,CUST03835,PROD00417,13,50353.26,654592.38,,117826.63
S074994,2024-02-27,CUST04562,PROD04853,3,62896.8,188690.4,,33964.27
S074995,2024-04-13,CUST04640,PROD02870,11,87384.18,961225.98,5,173020.68
S074996,2024-12-14,CUST00369,PROD04561,3,74146.89,222440.67,10,40039.32
S074997,2023-01-02,CUST04243,PROD03049,10,102204.6,1022046.0,,183968.28
S074998,2023-12-09,CUST09039,PROD03515,10,106991.96,1069919.6,10,192585.53
S074999,2024-07-26,CUST00226,PROD02301,12,88610.23,1063322.76,15,191398.1
S075000,2024-12-29,CUST02613,PROD04794,7,129580.79,907065.53,0,163271.8
S075001,2024-03-13,CUST02158,PROD02257,6,35011.69,210070.14,,37812.63
S075002,2023-08-24,CUST01412,PROD04206,1,81126.13,81126.13,0,14602.7
S075003,2024-10-05,CUST08965,PROD01674,7,111734.13,782138.91,,140785.0
S075004,2025-08-15,CUST04570,PROD04629,11,141230.13,1553531.43,10,279635.66
S075005,2025-11-25,CUST00909,PROD03536,8,75427.73,603421.84,,108615.93
S075006,2023-12-10,CUST02441,PROD01932,1,141363.52,141363.52,10,25445.43
S075007,2025-08-17,CUST03728,PROD01546,12,14503.48,174041.76,15,31327.52
S075008,2025-01-13,CUST06196,PROD02472,3,48342.01,145026.03,5,26104.69
S075009,2025-04-16,CUST08640,PROD02585,9,19640.25,176762.25,5,31817.2
S075010,2025-12-19,CUST03933,PROD03419,11,26622.46,292847.06,5,52712.47
S075011,2025-04-20,CUST08983,PROD04149,11,68487.12,753358.32,,135604.5
S075012,2025-12-21,CUST03126,PROD03856,7,4625.94,32381.58,15,5828.68
S075013,2024-11-27,CUST08267,PROD01960,14,82888.37,1160437.18,,208878.69
S075014,2024-01-28,CUST08226,PROD01363,5,148905.65,744528.25,15,134015.08
S075015,2024-07-20,CUST06243,PROD04585,12,98889.63,1186675.56,5,213601.6
S075016,2023-03-25,CUST06801,PROD04915,7,135604.67,949232.69,0,170861.88
S075017,2023-02-19,CUST05212,PROD01533,11,148713.88,1635852.68,5,294453.48
S075018,2024-01-25,CUST09242,PROD03082,3,17272.52,51817.56,10,9327.16
S075019,2023-11-29,CUST03669,PROD02113,7,16548.11,115836.77,15,20850.62
S075020,2023-04-18,CUST00961,PROD03276,7,144905.95,1014341.65,0,182581.5
S075021,2025-04-24,CUST07154,PROD04070,5,139508.13,697540.65,,125557.32
S075022,2025-02-17,CUST04130,PROD00600,13,11610.19,150932.47,0,27167.84
S075023,2024-02-22,CUST02102,PROD00005,13,147194.53,1913528.89,0,344435.2
S075024,2023-11-28,CUST08923,PROD02809,10,4283.59,42835.9,5,7710.46
S075025,2024-02-28,CUST05370,PROD01956,11,13680.2,150482.2,5,27086.8
S075026,2023-11-28,CUST06041,PROD02008,8,29410.91,235287.28,,42351.71
S075027,2025-11-01,CUST09342,PROD03528,4,5104.28,20417.12,10,3675.08
S075028,2025-10-15,CUST09831,PROD02758,5,52649.26,263246.3,10,47384.33
S075029,2023-12-02,CUST01706,PROD02082,14,29486.64,412812.96,0,74306.33
S075030,2024-04-30,CUST04144,PROD03176,6,68181.29,409087.74,,73635.79
S075031,2024-01-11,CUST00996,PROD04847,6,130956.28,785737.68,,141432.78
S075032,2025-01-09,CUST01588,PROD01382,6,146299.7,877798.2,5,158003.68
S075033,2024-06-29,CUST00469,PROD02886,13,96698.9,1257085.7,5,226275.43
S075034,2025-09-08,CUST03950,PROD03257,6,32875.23,197251.38,,35505.25
S075035,2025-09-20,CUST00121,PROD04447,2,110797.22,221594.44,,39887.0
S075036,2025-07-06,CUST03368,PROD04400,3,113413.84,340241.52,15,61243.47
S075037,2024-11-01,CUST09930,PROD04575,6,98652.01,591912.06,15,106544.17
S075038,2024-07-23,CUST00379,PROD04642,4,46230.44,184921.76,15,33285.92
S075039,2024-04-23,CUST05624,PROD02232,13,39029.69,507385.97,10,91329.47
S075040,2024-07-07,CUST06113,PROD03439,1,118129.99,118129.99,,21263.4
S075041,2024-01-11,CUST04013,PROD04493,6,101497.36,608984.16,,109617.15
S075042,2023-10-21,CUST07562,PROD02652,6,83490.0,500940.0,10,90169.2
S075043,2024-07-18,CUST09169,PROD01162,13,128612.25,1671959.25,15,300952.66
S075044,2023-06-30,CUST08700,PROD03244,14,41165.82,576321.48,0,103737.87
S075045,2024-05-31,CUST04506,PROD03944,4,5323.0,21292.0,10,3832.56
S075046,2023-04-13,CUST05738,PROD01305,3,45161.82,135485.46,15,24387.38
S075047,2025-04-19,CUST07606,PROD04239,8,44241.51,353932.08,15,63707.77
S075048,2025-05-13,CUST02295,PROD00167,14,38346.46,536850.44,0,96633.08
S075049,2024-01-27,CUST06516,PROD02632,4,33210.6,132842.4,,23911.63
S075050,2025-06-14,CUST07637,PROD04040,2,82554.51,165109.02,10,29719.62
S075051,2023-07-08,CUST06082,PROD03320,6,50315.37,301892.22,,54340.6
S075052,2024-12-11,CUST04718,PROD04517,8,149284.47,1194275.76,,214969.64
S075053,2024-01-13,CUST04294,PROD00590,8,31246.66,249973.28,,44995.19
S075054,2024-09-10,CUST06704,PROD01934,13,82922.61,1077993.93,,194038.91
S075055,2024-10-13,CUST00357,PROD00035,2,31564.74,63129.48,,11363.31
S075056,2025-11-18,CUST03240,PROD01440,10,112353.57,1123535.7,,202236.43
S075057,2023-02-26,CUST04595,PROD00250,9,36977.96,332801.64,15,59904.3
S075058,2023-06-26,CUST07932,PROD00615,12,148256.16,1779073.92,5,320233.31
S075059,2025-04-16,CUST09487,PROD03283,11,115538.4,1270922.4,5,228766.03
S075060,2023-12-22,CUST06772,PROD01041,1,121689.73,121689.73,15,21904.15
S075061,2023-07-07,CUST01395,PROD02670,13,36258.65,471362.45,10,84845.24
S075062,2025-03-05,CUST01526,PROD02049,11,138308.87,1521397.57,5,273851.56
S075063,2023-10-25,CUST06951,PROD02291,5,1129.21,5646.05,0,1016.29
S075064,2025-01-18,CUST07716,PROD00873,5,136809.57,684047.85,15,123128.61
S075065,2025-08-20,CUST03630,PROD04009,4,10267.62,41070.48,5,7392.69
S075066,2024-03-20,CUST06790,PROD01998,8,143936.35,1151490.8,,207268.34
S075067,2025-01-04,CUST07904,PROD04109,3,4996.12,14988.36,,2697.9
S075068,2024-03-20,CUST00437,PROD01679,8,9172.71,73381.68,10,13208.7
S075069,2025-03-02,CUST00853,PROD00354,3,129177.32,387531.96,15,69755.75
S075070,2023-03-27,CUST08299,PROD04988,13,73925.24,961028.12,5,172985.06
S075071,2023-08-25,CUST00072,PROD01356,2,101466.7,202933.4,15,36528.01
S075072,2025-08-17,CUST09297,PROD00666,6,106755.12,640530.72,15,115295.53
S075073,2024-10-29,CUST06039,PROD04336,10,33152.83,331528.3,,59675.09
S075074,2025-06-05,CUST01502,PROD00592,4,141967.86,567871.44,0,102216.86
S075075,2025-02-24,CUST08732,PROD04694,3,100907.14,302721.42,10,54489.86
S075076,2024-04-19,CUST05042,PROD01129,10,115944.84,1159448.4,10,208700.71
S075077,2023-07-02,CUST08188,PROD04684,14,98777.12,1382879.68,5,248918.34
S075078,2024-09-16,CUST03535,PROD00970,10,131357.74,1313577.4,,236443.93
S075079,2024-10-03,CUST05498,PROD01331,12,7834.59,94015.08,5,16922.71
S075080,2023-06-10,CUST08764,PROD02275,5,76743.28,383716.4,15,69068.95
S075081,2023-07-20,CUST08294,PROD01790,2,95163.31,190326.62,,34258.79
S075082,2023-11-21,CUST07406,PROD02367,4,141946.54,567786.16,10,102201.51
S075083,2023-05-15,CUST06979,PROD03201,6,35854.69,215128.14,,38723.07
S075084,2025-09-17,CUST07790,PROD03651,9,4597.99,41381.91,0,7448.74
S075085,2023-01-20,CUST00243,PROD00522,3,40349.47,121048.41,5,21788.71
S075086,2024-10-12,CUST07656,PROD03156,14,70537.92,987530.88,15,177755.56
S075087,2025-01-26,CUST00515,PROD01127,14,84840.22,1187763.08,0,213797.35
S075088,2023-02-16,CUST06625,PROD00317,13,122578.1,1593515.3,10,286832.75
S075089,2023-06-09,CUST05675,PROD02681,7,27914.19,195399.33,5,35171.88
S075090,2023-08-14,CUST07582,PROD02573,4,55525.13,222100.52,15,39978.09
S075091,2025-07-24,CUST01957,PROD01547,14,7923.68,110931.52,0,19967.67
S075092,2024-09-09,CUST00422,PROD00519,14,81978.15,1147694.1,10,206584.94
S075093,2023-04-23,CUST00189,PROD01654,5,83441.89,417209.45,15,75097.7
S075094,2023-04-18,CUST02654,PROD03425,10,9033.89,90338.9,5,16261.0
S075095,2023-12-08,CUST01093,PROD02833,9,70345.45,633109.05,5,113959.63
S075096,2024-04-27,CUST09662,PROD04711,12,75820.65,909847.8,,163772.6
S075097,2024-07-06,CUST01748,PROD03884,4,71656.58,286626.32,5,51592.74
S075098,2024-11-23,CUST03919,PROD03178,14,2746.04,38444.56,10,6920.02
S075099,2025-06-05,CUST03996,PROD03061,7,8438.15,59067.05,5,10632.07
S075100,2025-09-06,CUST09169,PROD02777,7,19568.66,136980.62,15,24656.51
S075101,2023-03-22,CUST09047,PROD02433,13,146449.33,1903841.29,0,342691.43
S075102,2025-06-27,CUST01895,PROD02071,10,70243.79,702437.9,15,126438.82
S075103,2025-08-04,CUST01926,PROD03281,3,116469.32,349407.96,,62893.43
S075104,2023-07-17,CUST09050,PROD02807,8,29744.58,237956.64,0,42832.2
S075105,2025-04-08,CUST05523,PROD04733,10,70218.22,702182.2,0,126392.8
S075106,2025-04-11,CUST07871,PROD02347,7,70964.77,496753.39,0,89415.61
S075107,2024-11-16,CUST06870,PROD01730,14,19132.02,267848.28,5,48212.69
S075108,2023-05-26,CUST03082,PROD01559,14,128652.49,1801134.86,,324204.27
S075109,2025-04-15,CUST04538,PROD03822,8,44095.81,352766.48,15,63497.97
S075110,2024-08-12,CUST06172,PROD02223,13,86384.63,1123000.19,,202140.03
S075111,2023-11-02,CUST08378,PROD02832,6,7933.21,47599.26,15,8567.87
S075112,2024-02-01,CUST07873,PROD01311,2,114309.45,228618.9,5,41151.4
S075113,2023-09-12,CUST07915,PROD04340,6,66777.48,400664.88,5,72119.68
S075114,2024-09-26,CUST04215,PROD02613,14,17352.09,242929.26,5,43727.27
S075115,2023-01-13,CUST05945,PROD04674,13,56471.57,734130.41,0,132143.47
S075116,2023-10-21,CUST03046,PROD04372,11,107183.2,1179015.2,,212222.74
S075117,2024-06-25,CUST09310,PROD01828,9,56898.24,512084.16,10,92175.15
S075118,2024-12-29,CUST03398,PROD03602,1,85102.2,85102.2,15,15318.4
S075119,2023-06-28,CUST05939,PROD02932,9,40068.48,360616.32,15,64910.94
S075120,2024-03-23,CUST09406,PROD04810,8,15267.73,122141.84,10,21985.53
S075121,2025-05-30,CUST09962,PROD02770,2,84631.27,169262.54,,30467.26
S075122,2023-07-25,CUST05994,PROD03731,9,13813.95,124325.55,10,22378.6
S075123,2023-05-06,CUST00683,PROD00553,14,99589.46,1394252.44,,250965.44
S075124,2023-11-13,CUST08950,PROD00473,13,118982.07,1546766.91,15,278418.04
S075125,2025-07-22,CUST08589,PROD04111,11,111041.64,1221458.04,5,219862.45
S075126,2025-11-24,CUST00524,PROD02516,14,52069.35,728970.9,0,131214.76
S075127,2024-04-06,CUST03217,PROD03361,12,11920.8,143049.6,10,25748.93
S075128,2025-11-24,CUST00695,PROD03945,10,114476.06,1144760.6,15,206056.91
S075129,2025-05-14,CUST05495,PROD01765,4,46640.96,186563.84,0,33581.49
S075130,2024-10-14,CUST09664,PROD02463,12,74598.31,895179.72,,161132.35
S075131,2023-04-07,CUST02902,PROD00124,7,33209.21,232464.47,10,41843.6
S075132,2025-04-10,CUST03702,PROD02243,5,126543.43,632717.15,10,113889.09
S075133,2024-09-10,CUST03877,PROD01190,8,6072.95,48583.6,15,8745.05
S075134,2023-07-05,CUST08646,PROD02483,1,30126.34,30126.34,5,5422.74
S075135,2023-07-28,CUST00774,PROD00879,10,48018.09,480180.9,,86432.56
S075136,2024-04-21,CUST00381,PROD02705,5,84744.72,423723.6,15,76270.25
S075137,2024-03-07,CUST09992,PROD00730,10,131567.65,1315676.5,0,236821.77
S075138,2025-11-03,CUST01537,PROD01954,5,139446.57,697232.85,,125501.91
S075139,2024-11-07,CUST06543,PROD03750,11,129025.53,1419280.83,15,255470.55
S075140,2025-01-09,CUST01683,PROD04179,2,139669.84,279339.68,5,50281.14
S075141,2024-07-04,CUST08252,PROD01964,10,110568.87,1105688.7,15,199023.97
S075142,2024-09-21,CUST02010,PROD01462,9,118203.16,1063828.44,15,191489.12
S075143,2024-03-30,CUST09703,PROD00770,1,49956.65,49956.65,0,8992.2
S075144,2024-10-29,CUST09123,PROD04545,6,58789.91,352739.46,0,63493.1
S075145,2024-11-25,CUST06065,PROD02539,1,42903.72,42903.72,,7722.67
S075146,2024-11-05,CUST08676,PROD00232,14,101584.57,1422183.98,,255993.12
S075147,2023-08-28,CUST02483,PROD00519,5,81978.15,409890.75,15,73780.33
S075148,2025-07-25,CUST03489,PROD01643,9,124831.83,1123486.47,10,202227.56
S075149,2024-04-16,CUST07588,PROD04963,2,37925.34,75850.68,10,13653.12
S075150,2024-12-05,CUST06072,PROD02294,8,49162.59,393300.72,5,70794.13
S075151,2025-09-03,CUST07467,PROD04883,5,61035.56,305177.8,,54932.0
S075152,2024-05-18,CUST05358,PROD03614,4,56419.81,225679.24,5,40622.26
S075153,2024-06-16,CUST04631,PROD02953,11,41179.63,452975.93,10,81535.67
S075154,2024-03-17,CUST07601,PROD03402,5,122951.19,614755.95,15,110656.07
S075155,2025-11-13,CUST05707,PROD03280,2,35457.0,70914.0,15,12764.52
S075156,2024-02-17,CUST02541,PROD01215,13,60437.2,785683.6,10,141423.05
S075157,2024-06-04,CUST08269,PROD00746,11,45795.59,503751.49,,90675.27
S075158,2024-11-20,CUST05040,PROD00873,12,136809.57,1641714.84,,295508.67
S075159,2023-09-21,CUST05800,PROD02793,7,26732.42,187126.94,5,33682.85
S075160,2024-02-27,CUST02513,PROD03893,10,9180.05,91800.5,,16524.09
S075161,2024-12-20,CUST02183,PROD04286,3,84505.42,253516.26,5,45632.93
S075162,2025-06-09,CUST05922,PROD01658,14,28794.65,403125.1,15,72562.52
S075163,2023-06-16,CUST03798,PROD03862,9,15615.57,140540.13,5,25297.22
S075164,2023-07-23,CUST03094,PROD02092,9,55761.84,501856.56,15,90334.18
S075165,2024-09-19,CUST02965,PROD04414,6,87434.56,524607.36,0,94429.32
S075166,2024-06-21,CUST01296,PROD04418,14,15389.22,215449.08,5,38780.83
S075167,2025-08-03,CUST00570,PROD02119,9,22757.18,204814.62,15,36866.63
S075168,2023-09-21,CUST01820,PROD04449,2,141012.31,282024.62,,50764.43
S075169,2024-12-31,CUST06126,PROD02963,10,19261.42,192614.2,,34670.56
S075170,2023-05-27,CUST02479,PROD00753,5,73874.78,369373.9,0,66487.3
S075171,2024-05-20,CUST07117,PROD02732,11,3534.1,38875.1,15,6997.52
S075172,2025-11-14,CUST07753,PROD02916,2,48065.38,96130.76,0,17303.54
S075173,2025-08-26,CUST07927,PROD00007,13,86817.38,1128625.94,5,203152.67
S075174,2024-06-10,CUST05867,PROD01854,5,46248.37,231241.85,5,41623.53
S075175,2025-01-14,CUST09546,PROD04296,3,130589.85,391769.55,10,70518.52
S075176,2025-08-20,CUST00677,PROD04861,13,63610.69,826938.97,15,148849.01
S075177,2025-11-16,CUST08242,PROD01024,1,103456.73,103456.73,15,18622.21
S075178,2023-06-16,CUST06485,PROD03208,6,4354.91,26129.46,,4703.3
S075179,2023-05-22,CUST07413,PROD03802,9,87377.3,786395.7,0,141551.23
S075180,2024-10-08,CUST04647,PROD02217,1,120717.79,120717.79,0,21729.2
S075181,2024-05-21,CUST05210,PROD04940,10,14384.17,143841.7,0,25891.51
S075182,2023-07-12,CUST08829,PROD03518,7,20875.01,146125.07,,26302.51
S075183,2023-08-23,CUST08255,PROD00849,7,100606.86,704248.02,10,126764.64
S075184,2023-03-31,CUST04504,PROD00880,2,61567.27,123134.54,15,22164.22
S075185,2023-04-18,CUST05141,PROD03609,3,75612.82,226838.46,15,40830.92
S075186,2023-11-28,CUST08540,PROD04655,3,113552.68,340658.04,15,61318.45
S075187,2024-09-24,CUST00221,PROD03208,5,4354.91,21774.55,,3919.42
S075188,2024-05-27,CUST03965,PROD03341,14,109112.86,1527580.04,5,274964.41
S075189,2024-10-31,CUST04304,PROD04211,13,45024.32,585316.16,,105356.91
S075190,2023-06-30,CUST01969,PROD02753,12,91026.95,1092323.4,10,196618.21
S075191,2024-07-02,CUST06878,PROD01773,12,42727.72,512732.64,15,92291.88
S075192,2024-05-26,CUST03192,PROD03618,6,113151.92,678911.52,5,122204.07
S075193,2023-09-11,CUST02722,PROD03708,1,100775.57,100775.57,15,18139.6
S075194,2023-08-10,CUST08102,PROD01279,3,138971.01,416913.03,10,75044.35
S075195,2023-07-14,CUST08074,PROD00859,1,79199.69,79199.69,0,14255.94
S075196,2024-09-27,CUST07400,PROD04140,12,98766.17,1185194.04,15,213334.93
S075197,2025-10-14,CUST08038,PROD03532,1,133580.21,133580.21,15,24044.44
S075198,2024-09-13,CUST00382,PROD01621,4,10855.42,43421.68,15,7815.9
S075199,2024-08-02,CUST08095,PROD02169,14,6674.61,93444.54,0,16820.02
S075200,2023-03-17,CUST07845,PROD01545,12,100914.22,1210970.64,0,217974.72
S075201,2023-02-18,CUST09915,PROD04690,11,142122.36,1563345.96,15,281402.27
S075202,2024-09-04,CUST05783,PROD01584,4,47699.9,190799.6,,34343.93
S075203,2024-06-26,CUST08261,PROD01774,1,64939.11,64939.11,5,11689.04
S075204,2023-09-08,CUST02422,PROD01151,5,133356.83,666784.15,5,120021.15
S075205,2024-12-14,CUST08035,PROD00797,1,122652.05,122652.05,10,22077.37
S075206,2023-11-19,CUST03345,PROD00919,9,114596.82,1031371.38,15,185646.85
S075207,2023-02-15,CUST03186,PROD04485,13,127961.01,1663493.13,,299428.76
S075208,2023-09-14,CUST07794,PROD04353,14,117209.55,1640933.7,15,295368.07
S075209,2025-08-26,CUST00602,PROD00049,12,128304.33,1539651.96,15,277137.35
S075210,2025-06-16,CUST01075,PROD02725,3,4325.28,12975.84,0,2335.65
S075211,2024-06-18,CUST00188,PROD03829,11,56060.45,616664.95,15,110999.69
S075212,2023-08-09,CUST07157,PROD01071,2,134674.32,269348.64,10,48482.76
S075213,2024-05-04,CUST08756,PROD02942,2,1493.26,2986.52,15,537.57
S075214,2024-06-14,CUST06527,PROD04803,7,24168.76,169181.32,10,30452.64
S075215,2025-11-11,CUST02770,PROD03982,13,30304.72,393961.36,0,70913.04
S075216,2023-01-09,CUST09150,PROD02836,7,118600.74,830205.18,5,149436.93
S075217,2024-12-08,CUST06937,PROD00774,14,31372.06,439208.84,,79057.59
S075218,2025-01-24,CUST00318,PROD00026,13,71286.73,926727.49,10,166810.95
S075219,2025-12-07,CUST00678,PROD01122,10,85590.02,855900.2,0,154062.04
S075220,2023-07-14,CUST08844,PROD04102,14,12800.25,179203.5,0,32256.63
S075221,2024-08-09,CUST04439,PROD00985,6,27733.89,166403.34,,29952.6
S075222,2023-07-07,CUST08051,PROD01596,5,9307.68,46538.4,10,8376.91
S075223,2024-02-16,CUST09000,PROD00720,12,117426.15,1409113.8,15,253640.48
S075224,2024-03-04,CUST02423,PROD03751,13,58760.66,763888.58,5,137499.94
S075225,2025-11-27,CUST07442,PROD04769,9,145314.11,1307826.99,,235408.86
S075226,2024-07-07,CUST04874,PROD02146,5,67847.88,339239.4,15,61063.09
S075227,2024-03-20,CUST06756,PROD04632,8,128787.01,1030296.08,15,185453.29
S075228,2023-07-13,CUST03282,PROD04883,7,61035.56,427248.92,10,76904.81
S075229,2023-11-12,CUST03245,PROD00571,5,93999.73,469998.65,10,84599.76
S075230,2023-04-14,CUST01517,PROD03647,11,103207.6,1135283.6,5,204351.05
S075231,2025-11-29,CUST05439,PROD01752,4,89093.66,356374.64,0,64147.44
S075232,2025-02-07,CUST04072,PROD00908,5,100349.13,501745.65,10,90314.22
S075233,2024-08-08,CUST03075,PROD01473,5,94133.94,470669.7,,84720.55
S075234,2024-09-14,CUST09031,PROD02689,8,94459.96,755679.68,10,136022.34
S075235,2025-12-23,CUST02925,PROD04228,6,140881.31,845287.86,15,152151.81
S075236,2023-10-25,CUST00568,PROD04133,1,35473.35,35473.35,0,6385.2
S075237,2025-09-09,CUST03249,PROD04371,9,146637.23,1319735.07,15,237552.31
S075238,2023-02-13,CUST05184,PROD01105,13,89088.07,1158144.91,10,208466.08
S075239,2025-02-07,CUST03176,PROD02538,5,61003.37,305016.85,0,54903.03
S075240,2023-11-16,CUST03805,PROD00510,14,123528.79,1729403.06,,311292.55
S075241,2025-02-01,CUST05879,PROD01431,7,147582.67,1033078.69,0,185954.16
S075242,2023-12-30,CUST05043,PROD02721,2,50258.17,100516.34,10,18092.94
S075243,2023-11-08,CUST07894,PROD01979,6,72914.85,437489.1,15,78748.04
S075244,2024-07-15,CUST02810,PROD00132,7,69243.64,484705.48,15,87246.99
S075245,2023-01-19,CUST05303,PROD02237,2,103475.8,206951.6,10,37251.29
S075246,2023-07-28,CUST00088,PROD00729,9,9830.71,88476.39,,15925.75
S075247,2025-02-18,CUST01273,PROD04083,13,77262.36,1004410.68,15,180793.92
S075248,2024-05-30,CUST05086,PROD02738,6,18451.72,110710.32,5,19927.86
S075249,2023-05-29,CUST04380,PROD01940,2,122003.36,244006.72,10,43921.21
S075250,2024-08-02,CUST00066,PROD01766,10,29556.24,295562.4,10,53201.23
S075251,2024-05-08,CUST09708,PROD00929,7,35638.76,249471.32,5,44904.84
S075252,2023-05-25,CUST08695,PROD03969,5,13533.25,67666.25,5,12179.92
S075253,2024-08-11,CUST02369,PROD00443,14,80935.82,1133101.48,5,203958.27
S075254,2024-12-22,CUST05839,PROD00093,4,38401.9,153607.6,10,27649.37
S075255,2024-08-14,CUST05515,PROD00991,1,76074.73,76074.73,10,13693.45
S075256,2025-04-01,CUST06274,PROD04193,6,80929.86,485579.16,10,87404.25
