Transaction_ID,Account_ID,Transaction_Date,Transaction_Amount,Transaction_Type
5806,4241,2025-09-14,185031.46,Debit
5807,4946,2025-06-29,3386.96,Debit
5808,1258,2024-12-09,74234.47,Debit
5809,2381,2025-03-27,55634.02,Credit
5810,4361,2025-11-30,136372.5,Debit
5811,3010,2025-12-25,79226.52,Debit
5812,813,2026-04-03,61894.48,Credit
5813,434,2026-01-22,922.15,Credit
5814,719,2025-02-11,43455.44,Debit
5815,4114,2024-11-11,126199.1,Credit
5816,87,2024-05-24,25016.96,Debit
5817,2196,2024-11-02,127931.8,Credit
5818,4854,2025-07-29,145614.84,Credit
5819,472,2024-06-25,109703.42,Credit
5820,3122,2025-05-01,67581.62,Credit
5821,1504,2026-01-10,156345.61,Debit
5822,4598,2025-02-24,215405.89,Credit
5823,848,2024-11-03,127963.54,Debit
5824,1527,2025-02-02,177666.51,Credit
5825,654,2025-10-22,49565.5,Credit
5826,2316,2026-03-09,19033.14,Debit
5827,4356,2024-12-29,47264.04,Credit
5828,1572,2025-07-24,149811.22,Debit
5829,4721,2024-05-17,51128.69,Debit
5830,2313,2026-04-19,173670.15,Debit
5831,3394,2026-01-06,9154.75,Debit
5832,3664,2024-05-24,19506.63,Credit
5833,1156,2025-07-26,114043.18,Credit
5834,962,2025-11-10,95344.25,Debit
5835,266,2024-08-18,51996.82,Credit
5836,199,2024-12-10,69315.83,Debit
5837,2831,2026-02-07,41533.88,Credit
5838,4797,2025-01-30,210025.08,Debit
5839,2946,2025-05-15,104674.01,Debit
5840,3583,2025-12-16,11232.38,Debit
5841,2646,2025-06-11,8300.51,Credit
5842,308,2025-02-24,239512.13,Debit
5843,1708,2025-02-24,20915.72,Credit
5844,4558,2025-06-08,49578.23,Credit
5845,1523,2025-03-09,135171.6,Credit
5846,4006,2025-05-10,146030.36,Credit
5847,836,2025-10-03,240536.59,Debit
5848,3704,2024-07-29,46662.67,Credit
5849,910,2024-08-23,67744.84,Debit
5850,973,2025-09-27,206870.97,Credit
5851,4090,2025-10-16,65654.05,Debit
5852,3818,2026-03-19,179387.71,Debit
5853,4074,2026-04-11,16304.22,Debit
5854,3771,2024-12-22,28420.07,Credit
5855,3380,2024-06-20,220375.85,Credit
5856,1446,2024-11-27,242846.15,Debit
5857,1084,2025-01-01,17343.13,Credit
5858,2392,2024-07-24,179492.11,Debit
5859,3760,2024-08-06,170088.05,Credit
5860,3864,2026-04-26,85521.76,Debit
5861,4645,2024-11-24,144338.66,Debit
5862,1519,2024-11-30,232165.63,Debit
5863,4153,2026-02-01,233412.58,Debit
5864,2463,2024-08-10,48781.73,Credit
5865,2291,2025-09-12,32350.29,Credit
5866,1294,2025-02-09,137013.29,Credit
5867,4834,2025-08-27,126215.56,Credit
5868,3830,2026-02-15,61152.89,Debit
5869,1430,2025-07-25,246134.9,Debit
5870,4665,2024-05-22,155794.98,Debit
5871,375,2024-12-09,40353.46,Debit
5872,583,2024-06-16,88970.42,Debit
5873,4935,2025-09-13,194061.38,Credit
5874,2829,2025-04-23,76297.08,Credit
5875,1344,2024-08-18,21276.3,Debit
5876,4252,2024-05-21,56890.88,Debit
5877,1216,2025-04-05,72153.15,Debit
5878,1657,2025-07-12,236307.35,Credit
5879,272,2024-09-15,173132.31,Credit
5880,4629,2026-03-02,41525.47,Debit
5881,1594,2026-03-10,249719.92,Debit
5882,4393,2025-01-12,8888.12,Credit
5883,4678,2025-04-30,229760.9,Debit
5884,940,2024-08-21,134942.62,Debit
5885,2792,2025-05-25,233078.99,Credit
5886,3618,2026-04-18,199447.45,Debit
5887,4596,2026-01-25,88967.64,Debit
5888,1392,2025-09-07,237081.9,Debit
5889,109,2025-12-30,98800.87,Credit
5890,4483,2024-08-15,151332.71,Credit
5891,4226,2025-11-05,216688.35,Debit
5892,434,2026-02-28,140577.63,Credit
5893,3759,2025-05-16,88463.63,Credit
5894,4367,2026-04-19,184337.13,Credit
5895,3038,2025-09-06,233217.86,Credit
5896,4789,2025-09-21,245025.56,Credit
5897,2798,2025-03-18,188018.88,Credit
5898,875,2025-09-18,241912.39,Debit
5899,1299,2025-11-03,18110.97,Credit
5900,2695,2025-07-23,107881.99,Credit
5901,2190,2024-10-31,132370.28,Debit
5902,1786,2026-02-25,8155.31,Credit
5903,3568,2025-05-02,175811.21,Credit
5904,1588,2024-05-17,68352.9,Debit
5905,365,2025-06-10,39595.07,Credit
5906,2917,2024-09-22,185246.85,Debit
5907,506,2026-05-07,222882.89,Debit
5908,580,2026-02-16,165060.15,Credit
5909,1356,2024-05-26,191945.58,Debit
5910,1272,2025-07-17,231310.24,Debit
5911,3612,2025-12-31,109056.78,Credit
5912,1940,2025-05-18,94535.79,Credit
5913,3048,2025-03-24,75590.29,Credit
5914,4271,2025-04-13,65220.51,Debit
5915,4357,2025-05-27,37694.62,Credit
5916,433,2026-01-06,137697.11,Debit
5917,1927,2026-02-14,25001.56,Credit
5918,434,2024-12-28,244779.93,Debit
5919,2544,2026-01-14,110890.71,Credit
5920,1619,2024-07-13,3090.08,Debit
5921,4917,2026-02-03,40146.08,Debit
5922,1357,2024-10-08,23650.31,Credit
5923,2887,2025-11-30,129373.42,Debit
5924,100,2024-09-06,246648.16,Debit
5925,1466,2025-10-19,45734.04,Credit
5926,2504,2024-10-14,88156.96,Credit
5927,2433,2024-06-28,147561.76,Credit
5928,2090,2025-09-06,80553.47,Credit
5929,901,2025-05-05,6689.38,Credit
5930,441,2024-10-11,218961.04,Debit
5931,4750,2026-04-11,107726.85,Debit
5932,4708,2025-03-20,32087.61,Debit
5933,4635,2025-03-14,106465.93,Debit
5934,273,2025-11-21,108865.64,Debit
5935,1746,2025-10-19,188795.52,Debit
5936,4071,2025-05-26,247006.0,Credit
5937,4657,2024-12-02,204817.21,Credit
5938,960,2025-08-14,220730.1,Credit
5939,3940,2025-09-23,200781.21,Debit
5940,802,2025-02-09,164490.81,Credit
5941,4358,2025-12-27,245081.01,Debit
5942,2878,2025-10-12,88035.06,Debit
5943,3513,2024-10-28,44538.85,Debit
5944,2440,2025-12-04,56015.49,Credit
5945,4831,2026-04-06,12471.44,Credit
5946,4256,2024-09-27,102294.79,Debit
5947,3252,2024-12-16,244805.59,Credit
5948,3797,2026-03-31,210737.48,Credit
5949,273,2025-08-25,148159.46,Debit
5950,371,2025-07-22,177480.82,Credit
5951,3328,2024-10-29,14550.03,Credit
5952,677,2024-08-31,115380.64,Credit
5953,3373,2026-03-22,119415.73,Debit
5954,4688,2026-03-08,62292.62,Debit
5955,3495,2025-03-25,208667.59,Debit
5956,3171,2024-08-21,163966.01,Debit
5957,826,2025-08-18,166612.91,Debit
5958,3890,2026-03-04,5341.9,Debit
5959,3862,2024-08-15,69997.89,Debit
5960,2798,2025-10-04,134992.86,Debit
5961,446,2025-07-15,47195.17,Debit
5962,4586,2026-03-01,130506.02,Debit
5963,1958,2026-02-13,48191.04,Credit
5964,1890,2024-09-05,199618.96,Credit
5965,2523,2024-12-27,15255.57,Debit
5966,3309,2025-10-21,188150.59,Debit
5967,4401,2026-02-17,227442.44,Credit
5968,276,2025-06-02,167955.8,Credit
5969,4435,2026-04-07,61443.53,Credit
5970,1913,2025-05-17,64984.96,Credit
5971,2408,2025-12-29,25450.33,Credit
5972,1673,2024-12-24,72494.2,Credit
5973,839,2025-06-08,127787.32,Debit
5974,2487,2024-09-14,159571.78,Credit
5975,539,2024-05-19,93648.55,Debit
5976,4444,2026-01-20,72122.67,Debit
5977,305,2025-03-02,82051.28,Debit
5978,2214,2025-09-11,57649.84,Debit
5979,2880,2026-03-25,32353.12,Debit
5980,1771,2026-05-08,12284.34,Credit
5981,3230,2026-01-11,224411.91,Debit
5982,2081,2025-07-17,87610.48,Debit
5983,3448,2025-11-14,210786.8,Debit
5984,1929,2025-06-10,60663.26,Debit
5985,541,2025-02-14,185183.41,Debit
5986,797,2024-05-15,147344.66,Debit
5987,2667,2025-09-02,89752.42,Debit
5988,600,2024-07-06,20746.72,Credit
5989,2812,2024-06-11,223671.74,Debit
5990,578,2024-11-01,82313.94,Credit
5991,714,2025-07-28,249217.71,Debit
5992,1695,2026-01-08,246564.22,Credit
5993,1530,2024-07-07,2227.81,Credit
5994,3282,2025-04-03,125311.38,Credit
5995,259,2024-12-02,17472.83,Debit
5996,769,2026-05-09,222259.17,Credit
5997,1029,2024-06-18,225603.2,Debit
5998,1350,2025-07-17,132559.19,Debit
5999,733,2024-07-23,51254.77,Credit
6000,837,2025-03-15,117768.26,Credit
6001,490,2024-06-04,186795.33,Debit
6002,664,2026-04-24,77913.72,Credit
6003,3567,2024-07-01,75425.64,Debit
6004,3796,2025-01-05,181738.66,Debit
6005,4050,2025-04-03,246998.7,Debit
6006,4613,2025-06-02,123029.48,Credit
6007,1050,2024-11-18,220857.61,Debit
6008,1868,2025-05-27,208148.12,Credit
6009,1264,2026-04-30,194308.79,Debit
6010,2847,2026-02-14,126653.03,Debit
6011,3721,2024-05-26,150907.77,Credit
6012,582,2024-12-18,11496.69,Credit
6013,945,2025-07-26,152724.69,Debit
6014,871,2024-10-12,135624.88,Debit
6015,1316,2025-12-28,198186.57,Debit
6016,3585,2025-02-24,244144.59,Credit
6017,301,2025-06-05,189453.42,Debit
6018,3153,2024-11-15,114322.93,Credit
6019,3046,2024-10-08,180275.19,Credit
6020,916,2025-01-24,198473.65,Credit
6021,1831,2024-06-17,159613.43,Credit
6022,3149,2025-04-07,31997.14,Credit
6023,2890,2025-05-11,172300.05,Debit
6024,276,2025-03-23,18574.33,Debit
6025,2152,2024-07-09,91094.49,Credit
6026,1264,2024-05-23,7329.27,Debit
6027,4736,2026-02-14,53540.4,Credit
6028,1685,2025-05-03,100954.06,Debit
6029,338,2024-08-13,146481.27,Credit
6030,1432,2024-07-09,157779.3,Debit
6031,1168,2025-01-27,149769.44,Credit
6032,54,2025-06-24,102337.21,Debit
6033,66,2026-01-17,52337.62,Debit
6034,4484,2025-07-12,239210.94,Credit
6035,4910,2026-03-14,144396.98,Debit
6036,1865,2024-08-25,149408.41,Credit
6037,3092,2026-03-07,193785.11,Debit
6038,3323,2025-03-11,218345.92,Debit
6039,2133,2024-10-16,59589.75,Debit
6040,78,2025-12-19,44295.56,Debit
6041,244,2025-12-07,144156.28,Debit
6042,984,2024-11-07,200800.75,Credit
6043,2770,2025-08-29,197729.79,Debit
6044,4030,2025-06-05,80500.37,Credit
6045,3091,2025-06-07,208279.34,Debit
6046,2603,2025-06-08,61691.82,Debit
6047,3570,2025-11-27,20531.69,Debit
6048,1088,2024-11-22,80124.14,Credit
6049,3111,2024-08-30,200011.82,Credit
6050,4704,2024-06-10,66839.58,Debit
6051,3674,2025-08-03,153763.91,Credit
6052,405,2025-06-25,164427.06,Credit
6053,2465,2024-09-30,46509.94,Debit
6054,3626,2024-08-09,200743.94,Credit
6055,4351,2025-03-25,242687.42,Credit
6056,1824,2025-09-12,32576.87,Credit
6057,2603,2025-07-23,136623.77,Credit
6058,3158,2026-03-24,196779.08,Debit
6059,4135,2025-03-04,36938.65,Credit
6060,41,2026-04-09,90365.03,Credit
6061,782,2025-05-09,163916.13,Credit
6062,2097,2024-09-12,188056.46,Debit
6063,938,2026-04-14,51504.86,Credit
6064,1910,2024-09-11,242111.19,Debit
6065,675,2025-12-10,4717.48,Debit
6066,4938,2025-04-26,248145.29,Credit
6067,2715,2025-08-11,204000.88,Credit
6068,1836,2026-01-09,114759.32,Debit
6069,3489,2024-08-07,227376.6,Credit
6070,567,2024-06-04,141880.03,Debit
6071,4599,2026-03-10,149423.02,Credit
6072,3814,2025-03-11,37031.16,Credit
6073,4619,2025-11-21,161901.75,Debit
6074,878,2025-11-11,115787.09,Debit
6075,2993,2024-06-05,67040.74,Credit
6076,4595,2026-03-02,56217.54,Credit
6077,3281,2025-04-06,202233.97,Debit
6078,3244,2025-04-30,229545.97,Debit
6079,2922,2026-01-01,217125.46,Debit
6080,4372,2024-09-29,170199.13,Debit
6081,3339,2025-01-29,236972.66,Credit
6082,4440,2026-04-08,39539.77,Debit
6083,3742,2024-09-19,170152.31,Debit
6084,566,2026-04-08,130349.74,Credit
6085,1025,2024-09-11,71722.71,Credit
6086,1621,2026-02-04,64085.13,Credit
6087,1454,2025-04-04,221304.08,Debit
6088,4210,2025-06-24,38665.98,Debit
6089,1670,2025-12-15,32685.76,Debit
6090,2163,2025-11-13,147195.39,Debit
6091,4053,2024-11-16,123391.41,Debit
6092,1667,2025-12-06,83578.82,Credit
6093,3501,2024-12-10,183913.96,Debit
6094,551,2026-01-18,160303.81,Debit
6095,122,2025-11-03,46837.49,Debit
6096,2468,2024-09-07,232505.12,Debit
6097,151,2026-02-07,51181.73,Credit
6098,2836,2025-04-21,209931.25,Debit
6099,1840,2025-06-11,219128.34,Credit
6100,3320,2025-09-06,158708.1,Debit
6101,2433,2025-11-28,181692.6,Credit
6102,2308,2026-05-12,148461.47,Credit
6103,3617,2024-09-19,14573.28,Debit
6104,4174,2026-04-23,193923.91,Debit
6105,2920,2024-08-09,222469.19,Debit
6106,701,2025-11-30,186491.07,Credit
6107,1525,2025-01-18,87645.73,Credit
6108,4217,2026-04-30,196608.38,Credit
6109,3483,2025-04-27,181282.4,Debit
6110,22,2025-09-30,13614.66,Credit
6111,1035,2025-03-25,101665.52,Credit
6112,4487,2024-10-14,212159.27,Credit
6113,4556,2024-08-05,117459.83,Credit
6114,2456,2024-09-15,63507.88,Credit
6115,1506,2024-10-19,126854.78,Debit
6116,4967,2026-01-08,165482.58,Credit
6117,3184,2025-10-15,15090.84,Credit
6118,956,2024-05-13,171459.77,Credit
6119,3275,2025-01-26,147907.43,Credit
6120,869,2025-11-03,109148.62,Credit
6121,1175,2026-04-17,16961.47,Credit
6122,2003,2025-11-23,181133.48,Credit
6123,2229,2026-02-20,85414.22,Debit
6124,1134,2025-06-12,40986.57,Debit
6125,3892,2026-01-20,128458.71,Debit
6126,1680,2025-09-03,61487.55,Debit
6127,2367,2025-09-07,146838.92,Credit
6128,4547,2024-09-14,22451.91,Credit
6129,4765,2026-04-30,27908.28,Credit
6130,3511,2025-03-23,40983.54,Credit
6131,3753,2024-05-18,211662.5,Credit
6132,1653,2024-06-23,222216.68,Credit
6133,3594,2024-12-08,44028.68,Debit
6134,4023,2025-02-20,121156.49,Credit
6135,4472,2024-06-15,57314.46,Debit
6136,590,2025-06-30,182414.44,Credit
6137,1120,2025-07-06,6820.08,Debit
6138,3876,2025-12-31,220553.76,Credit
6139,560,2024-07-08,176468.0,Debit
6140,3506,2025-05-05,30796.04,Credit
6141,189,2024-08-01,91538.05,Debit
6142,2723,2025-08-27,94456.24,Debit
6143,3352,2024-10-13,102511.82,Debit
6144,3821,2025-12-17,212506.02,Debit
6145,1194,2026-03-14,139252.55,Credit
6146,3896,2024-09-20,118583.84,Credit
6147,1974,2026-04-16,130774.49,Credit
6148,698,2024-07-21,10698.24,Debit
6149,3964,2025-01-29,26722.2,Credit
6150,4829,2024-09-29,22708.46,Credit
6151,2415,2024-06-18,74155.6,Credit
6152,274,2024-11-05,227596.16,Credit
6153,1139,2026-04-30,220623.02,Debit
6154,3517,2025-05-24,23597.81,Debit
6155,3305,2024-05-25,130610.44,Debit
6156,2455,2026-03-23,154326.26,Debit
6157,2859,2024-06-22,179408.14,Credit
6158,3606,2024-09-12,93380.18,Debit
6159,767,2025-01-22,201116.28,Credit
6160,3457,2025-11-10,146318.74,Debit
6161,4642,2026-04-21,135972.89,Debit
6162,3058,2025-03-17,216537.92,Credit
6163,1018,2026-04-02,194537.42,Credit
6164,3078,2025-10-16,41196.37,Debit
6165,2034,2026-03-15,120074.7,Debit
6166,3754,2026-03-06,241458.35,Debit
6167,1776,2026-01-29,199559.43,Debit
6168,1792,2025-01-30,168137.02,Debit
6169,921,2025-09-30,212570.46,Credit
6170,1258,2025-01-19,130173.27,Credit
6171,1458,2024-05-20,27410.62,Credit
6172,4774,2025-06-11,60317.98,Credit
6173,4378,2025-01-12,151483.68,Credit
6174,4310,2024-07-14,235108.17,Credit
6175,3170,2024-07-19,32829.25,Credit
6176,3721,2026-02-11,145598.24,Debit
6177,3317,2026-03-21,227453.86,Debit
6178,2936,2026-04-29,99567.51,Debit
6179,1382,2025-12-06,73138.34,Debit
6180,4708,2025-12-06,99402.69,Debit
6181,502,2025-04-25,241681.71,Credit
6182,1090,2024-10-19,56246.0,Debit
6183,85,2026-03-26,88279.97,Credit
6184,1481,2025-11-23,223790.7,Credit
6185,3622,2024-06-30,202814.36,Debit
6186,4882,2024-05-20,83614.17,Credit
6187,342,2025-08-11,39680.58,Credit
6188,1268,2025-10-27,46841.85,Debit
6189,3677,2025-05-23,239311.58,Credit
6190,3075,2026-04-15,3726.25,Debit
6191,2537,2024-07-07,142701.8,Credit
6192,2784,2025-03-11,75229.38,Debit
6193,3513,2025-03-19,165307.39,Debit
6194,2022,2026-02-06,140926.3,Debit
6195,1894,2024-06-20,57546.16,Credit
6196,2431,2026-04-06,83925.47,Credit
6197,2826,2025-07-18,241033.6,Debit
6198,4626,2025-11-14,159182.17,Debit
6199,72,2025-06-22,172302.53,Credit
6200,1813,2025-02-08,32511.2,Debit
6201,3702,2025-09-18,205684.81,Debit
6202,2276,2025-02-04,173667.38,Credit
6203,765,2024-11-16,210890.17,Credit
6204,2612,2025-11-19,224100.76,Credit
6205,3054,2025-06-14,246818.45,Credit
6206,2305,2025-10-14,70848.98,Credit
6207,1403,2025-06-04,60333.44,Credit
6208,882,2025-06-30,204289.23,Debit
6209,2889,2024-08-23,37899.4,Debit
6210,43,2025-02-23,36148.8,Credit
6211,4352,2024-10-23,226793.11,Debit
6212,4022,2024-10-17,119466.17,Debit
6213,612,2025-05-11,198683.18,Credit
6214,2284,2025-06-01,245433.32,Debit
6215,610,2025-09-22,192829.06,Credit
6216,882,2024-12-29,68265.24,Debit
6217,2046,2025-05-10,226101.79,Credit
6218,873,2025-06-15,79733.38,Debit
6219,665,2026-02-25,101374.25,Credit
6220,1527,2025-07-05,187365.12,Credit
6221,1907,2025-05-02,211568.8,Debit
6222,3653,2026-02-08,226010.13,Credit
6223,2365,2024-05-27,186311.83,Debit
6224,1522,2025-08-17,239775.77,Debit
6225,4879,2026-02-04,188259.31,Credit
6226,834,2025-07-29,231026.08,Credit
6227,16,2024-10-03,6579.02,Credit
6228,2280,2025-05-31,15805.97,Debit
6229,4995,2026-05-03,127605.81,Debit
6230,190,2026-04-07,19287.07,Debit
6231,402,2026-02-14,102137.84,Credit
6232,2701,2025-08-09,113536.42,Credit
6233,723,2024-08-07,87526.17,Credit
6234,4274,2024-05-15,27910.46,Debit
6235,3994,2024-09-17,130007.08,Credit
6236,3338,2026-05-03,198068.09,Credit
6237,1747,2024-09-16,99467.26,Credit
6238,2620,2026-01-29,238585.38,Credit
6239,2527,2025-12-02,57039.87,Debit
6240,3377,2025-01-11,93586.8,Debit
6241,2256,2026-04-03,246310.42,Debit
6242,3544,2025-07-02,54110.43,Debit
6243,2555,2025-02-04,7817.05,Debit
6244,3443,2025-12-28,77377.45,Credit
6245,3295,2024-11-07,60615.77,Credit
6246,2744,2024-11-04,68230.73,Credit
6247,4350,2025-08-30,241059.0,Debit
6248,3926,2025-11-07,19194.7,Debit
6249,58,2024-06-11,168633.57,Debit
6250,88,2026-01-05,191035.88,Credit
6251,1197,2024-11-26,74021.85,Credit
6252,1706,2024-06-17,49147.91,Debit
6253,3671,2024-10-14,147903.21,Credit
6254,2681,2024-08-26,96546.07,Credit
6255,4504,2025-07-25,32390.77,Debit
6256,1482,2026-05-07,159279.5,Credit
6257,4700,2025-05-26,45989.92,Credit
6258,4890,2024-11-06,101297.41,Credit
6259,536,2026-02-24,217182.73,Credit
6260,720,2026-04-03,226765.86,Debit
6261,2829,2025-02-06,203664.49,Credit
6262,4111,2025-12-07,139768.95,Debit
6263,3507,2025-05-02,186363.05,Debit
6264,4216,2025-10-29,123310.2,Credit
6265,1550,2024-11-08,45114.15,Debit
6266,2167,2025-04-16,124691.7,Debit
6267,3124,2025-03-11,232296.47,Credit
6268,1706,2024-08-31,9298.72,Credit
6269,501,2025-03-04,184628.91,Debit
6270,4823,2025-06-14,124174.25,Credit
6271,1071,2025-09-29,11498.3,Debit
6272,3994,2025-11-05,206462.46,Debit
6273,293,2026-01-13,100841.43,Debit
6274,1143,2025-01-02,169566.76,Credit
6275,3509,2024-07-29,73771.47,Credit
6276,1822,2025-05-04,211408.06,Debit
6277,4837,2024-12-26,9142.09,Debit
6278,3152,2025-04-24,150695.04,Debit
6279,4344,2024-11-09,166803.33,Credit
6280,4336,2026-03-14,53774.18,Debit
6281,3471,2026-01-30,18849.93,Debit
6282,1404,2025-09-07,194249.58,Credit
6283,3162,2026-02-03,203113.88,Debit
6284,712,2025-11-24,79795.71,Credit
6285,2980,2025-10-24,149880.79,Debit
6286,378,2026-02-21,164471.17,Credit
6287,3774,2025-05-04,39984.89,Debit
6288,3349,2024-11-10,104505.84,Debit
6289,317,2025-07-10,131110.78,Debit
6290,3327,2026-03-19,210787.08,Debit
6291,2918,2025-09-20,108350.45,Debit
6292,4287,2025-04-14,18835.08,Credit
6293,3347,2026-05-02,32869.99,Credit
6294,1369,2025-04-27,59045.94,Debit
6295,4981,2025-03-30,45379.27,Debit
6296,4454,2025-12-19,18319.28,Debit
6297,4051,2024-08-03,113076.31,Credit
6298,4506,2024-05-17,236185.85,Debit
6299,239,2025-09-12,13532.18,Debit
6300,1162,2024-05-31,192994.47,Debit
6301,214,2024-07-06,157829.11,Credit
6302,3172,2024-11-08,127478.37,Credit
6303,3431,2025-11-05,178162.19,Credit
6304,2317,2025-12-30,225487.82,Credit
6305,3375,2025-06-30,189752.51,Credit
6306,105,2024-06-26,163079.76,Credit
6307,3850,2026-03-14,219198.12,Credit
6308,2371,2026-02-25,105721.88,Debit
6309,998,2025-02-01,172343.57,Credit
6310,2915,2025-08-12,31365.57,Debit
6311,1813,2026-03-01,94123.73,Debit
6312,3429,2024-05-29,164638.94,Debit
6313,418,2025-12-09,235143.77,Credit
6314,721,2024-05-28,99000.24,Credit
6315,240,2025-12-28,134696.41,Credit
6316,4220,2025-09-26,187801.03,Debit
6317,3280,2024-09-21,219506.44,Credit
6318,2320,2025-01-24,10527.29,Credit
6319,2570,2025-02-14,124836.84,Debit
6320,3607,2026-05-05,45397.18,Credit
6321,4173,2025-04-09,23606.92,Credit
6322,1571,2025-10-31,71412.52,Credit
6323,1640,2025-01-03,211397.53,Debit
6324,2998,2024-10-06,176546.35,Debit
6325,3861,2024-09-23,79033.16,Credit
6326,2355,2024-09-18,51371.98,Debit
6327,3984,2025-09-24,30550.15,Debit
6328,3635,2026-04-24,2976.56,Credit
6329,4855,2024-07-19,192898.61,Debit
6330,4810,2024-07-26,55567.13,Debit
6331,4500,2025-09-20,206171.75,Credit
6332,4700,2025-03-28,120268.78,Credit
6333,3997,2025-10-21,82427.63,Credit
6334,4293,2025-04-17,133123.81,Credit
6335,4422,2024-07-25,47447.44,Credit
6336,2894,2025-09-16,246549.52,Credit
6337,1923,2025-05-10,96038.19,Credit
6338,1647,2025-06-15,167120.87,Credit
6339,1917,2025-04-12,89208.62,Credit
6340,696,2024-09-05,39687.71,Credit
6341,1219,2024-11-11,104261.15,Debit
6342,3014,2025-02-15,9872.6,Credit
6343,1749,2026-02-05,235306.18,Credit
6344,4410,2025-06-15,51384.66,Debit
6345,2296,2024-09-02,140826.82,Debit
6346,374,2025-04-14,30299.12,Debit
6347,127,2024-11-14,10160.0,Debit
6348,2508,2025-12-20,70926.92,Debit
6349,3263,2025-12-22,210031.52,Credit
6350,3879,2026-02-24,225749.98,Credit
6351,1748,2024-07-13,146622.86,Credit
6352,4434,2025-02-18,66380.95,Credit
6353,880,2025-06-04,222944.03,Credit
6354,1100,2025-07-06,191922.94,Credit
6355,1063,2025-12-03,237685.78,Credit
6356,2881,2024-12-21,232517.51,Debit
6357,2214,2025-01-08,53408.09,Credit
6358,2610,2025-11-25,1685.34,Credit
6359,2691,2024-11-20,153543.05,Debit
6360,4515,2025-01-23,232881.33,Credit
6361,2413,2024-07-12,137564.75,Debit
6362,3958,2025-04-04,4347.32,Debit
6363,2548,2026-01-26,65699.33,Debit
6364,394,2024-10-03,133782.36,Credit
6365,3063,2025-10-09,11876.94,Credit
6366,4591,2026-05-03,224389.14,Debit
6367,2394,2024-12-28,139886.73,Credit
6368,2687,2025-05-13,52676.81,Credit
6369,391,2025-10-22,171209.48,Debit
6370,4934,2024-08-02,221609.2,Credit
6371,1914,2024-09-21,35702.95,Debit
6372,4067,2026-05-02,68726.3,Credit
6373,851,2025-01-30,164826.76,Debit
6374,171,2025-07-22,45233.79,Debit
6375,4996,2024-05-15,100634.18,Debit
6376,4263,2025-09-04,147098.49,Debit
6377,1403,2025-10-20,193983.56,Debit
6378,3355,2026-03-11,35437.39,Credit
6379,2870,2026-05-10,20206.53,Credit
6380,445,2024-08-14,81047.56,Credit
6381,3291,2024-05-12,102269.89,Credit
6382,1861,2026-02-04,14965.17,Credit
6383,2999,2026-01-16,19787.65,Credit
6384,2397,2024-11-07,246953.47,Debit
6385,4662,2026-05-05,133815.52,Credit
6386,4079,2025-03-30,160400.82,Debit
6387,3445,2024-08-09,69054.99,Debit
6388,1506,2024-08-10,199127.03,Debit
6389,538,2025-02-02,49044.79,Debit
6390,165,2025-06-08,223619.06,Debit
6391,3,2025-10-26,19022.25,Debit
6392,2473,2025-06-03,61072.31,Credit
6393,1538,2024-06-17,25615.01,Debit
6394,3167,2025-07-17,139830.79,Credit
6395,1114,2024-12-18,124630.77,Credit
6396,2958,2026-04-28,100420.62,Credit
6397,3000,2025-12-31,148103.42,Credit
6398,1411,2026-01-01,168072.63,Credit
6399,2264,2025-12-20,157858.54,Credit
6400,1443,2026-03-05,117275.12,Credit
6401,1658,2025-12-12,78331.21,Credit
6402,4355,2026-02-14,33850.15,Credit
6403,4023,2025-05-21,172145.31,Credit
6404,4985,2024-11-25,242660.35,Credit
6405,1666,2025-10-28,201639.33,Credit
6406,4380,2025-05-21,232656.93,Debit
6407,2788,2024-07-03,160336.28,Credit
6408,1166,2024-07-15,134221.38,Credit
6409,2313,2026-01-31,30977.05,Credit
6410,1941,2025-06-11,203660.36,Debit
6411,607,2025-01-13,132494.08,Credit
6412,4948,2024-10-06,206520.32,Credit
6413,213,2024-11-24,144762.84,Debit
6414,3540,2024-08-21,239899.86,Credit
6415,3952,2025-10-03,18610.76,Credit
6416,1216,2025-11-25,173649.26,Credit
6417,105,2024-08-17,108583.05,Debit
6418,1563,2025-02-05,158342.13,Credit
6419,3996,2024-11-05,17275.77,Credit
6420,4743,2024-05-14,21831.42,Debit
6421,4418,2025-06-23,126755.63,Debit
6422,1379,2025-09-24,65298.41,Debit
6423,3922,2025-06-14,106422.22,Credit
6424,2434,2025-01-08,18701.71,Debit
6425,3874,2024-07-26,228839.53,Debit
6426,834,2025-10-09,232136.78,Credit
6427,3452,2025-08-26,173177.52,Debit
6428,4012,2026-03-17,130217.73,Credit
6429,2659,2024-08-10,20172.93,Credit
6430,3444,2024-06-29,69832.44,Credit
6431,4595,2024-05-30,74782.18,Debit
6432,363,2024-11-27,34193.66,Debit
6433,415,2024-09-24,112642.1,Debit
6434,820,2025-07-21,114495.67,Credit
6435,3721,2024-06-08,186323.22,Credit
6436,4351,2024-11-15,11027.37,Debit
6437,1551,2026-04-12,148425.82,Credit
6438,750,2024-07-12,131710.14,Credit
6439,2143,2025-04-01,115889.75,Debit
6440,2903,2025-11-03,209637.74,Debit
6441,498,2025-06-29,106864.57,Credit
6442,3587,2025-03-25,176962.31,Credit
6443,4301,2024-12-17,181207.55,Debit
6444,4831,2026-03-09,172902.85,Credit
6445,4547,2024-07-01,65401.46,Credit
6446,2892,2025-11-11,113099.37,Debit
